,filename,turn,utterance,low_similarity,important
0,PP2.txt,1,A: こんにちは。お元気でしたか？,0,0
0,PP2.txt,2,B: はい、元気にしていました。あなたはどうですか？,0,0
0,PP2.txt,3,A: 私も元気にしていました。休みの日には趣味の写真を楽しんでいます。,0,0
0,PP2.txt,4,B: 写真ですか、いいですね。私は海の近くに住んでいるので、よく散歩をしています。,0,1
0,PP2.txt,5,A: 海の近くにお住まいなんですね。綺麗でしょうね。私は山のそばに住んでいます。,0,0
0,PP2.txt,6,B: そうなんですね。山も好きなのですが、沖縄に以前住んでいてどうしても海の近くに住みたくて。,0,0
0,PP2.txt,7,A: 生まれ育った場所に似た場所はなんだか心が落ち着きますよね。私も青森出身なのでお気持ちわかります。,0,0
0,PP2.txt,8,B: そうですよね。しかも私は怒りっぽいので、気持ちを静めるにも海はいいんですよ,0,1
0,PP2.txt,9,A: 自然は心を落ち着かせてくれますよね。私も今度海辺の写真を撮りに行きたいです。,0,0
0,PP2.txt,10,B: はい、海もさまざまな表情を見せますのでとても良いと思います。,0,0
0,PP2.txt,11,A: またおすすめの場所があったらぜひ教えてくださいね。,0,0
0,PP2.txt,12,B: はい。私はダンスが得意なんですが、あなたはどうですか？,1,0
0,PP2.txt,13,A: 私はダンスにはなかなか縁がなくて、めっきりです。ダンスを見るのは好きなのですが。,1,0
0,PP2.txt,14,B: そうなんですね。でも、見るのがお好きなら今度ご披露します,1,0
0,PP2.txt,15,A: ぜひ、よろしくお願いします。,0,0
