,filename,turn,utterance,low_similarity,important
0,PP35.txt,1,A: ねえ、アニメって見る？君の名はってやつ、見た？,0,0
0,PP35.txt,2,B: 見た見た！すごく面白かったよね！あなたもアニメ好きなの？,0,1
0,PP35.txt,3,A: 好き！アニメも好きだし、見終わった後、ストーリーの中で使われた場所に実際に出掛けていくのも好きなんだ！,0,0
0,PP35.txt,4,B: それすごく素敵！聖地巡礼てやつね！わたしもアニメ大好きなんだけど周りの人からは夢見がちだって言われるからあまり大きな声で言えなかったの。,0,0
0,PP35.txt,5,A: たしかに夢見がちかもね！でもそれでいいじゃん！わたしなんて、普段、肉体労働してるんだし、頭の中ぐらい夢を見させてほしいわ！,0,0
0,PP35.txt,6,B: そんな風に言ってもらえたの初めて。ありがとう！わたし福島から引っ越して来たからあまりこっちに友達っていなくって。よかったら今度一緒に聖地巡礼に行ってくれない？,0,1
0,PP35.txt,7,A: いいよー！あ、でもわたしの足って、車じゃなくてバイクなんだけど、ツーリングでも大丈夫？,0,0
0,PP35.txt,8,B: こう見えてわたしもバイクに乗るのよ！あなたは鳥取砂丘に行ったことある？,0,0
0,PP35.txt,9,A: 行ったこと無い！あそこって、なにかアニメで使われてたっけ？,0,0
0,PP35.txt,10,B: アニメの聖地ではないんだけど、鳥取砂丘はわたしのお気に入りスポットなの。ぜひあなたと行ってみたくて。,0,0
0,PP35.txt,11,A: そうなんだー！全然良いよ、行く行く！でもさ、わたしって皆からマイペースって言われてるから、当日の待ち合わせに遅刻しちゃうかも！,0,0
0,PP35.txt,12,B: わたし遅刻には寛容だから安心して！,0,0
