,filename,turn,utterance,low_similarity,important
0,PP83.txt,1,A: こんにちは！わたし、経理の仕事をしているので、数字に強いんですよー。あなたは何か得意なこと、あります？,0,1
0,PP83.txt,2,B: わたしは運転に自信がありますね。タクシーの運転手なので。,0,0
0,PP83.txt,3,A: タクシーの運転手さんだったんですね。わたし、電車通勤なので、あまりタクシーに乗る機会ないんですけど、運転うまい人って憧れます。,1,0
0,PP83.txt,4,B: わたしは記憶に自信がないので記憶力のいい人に憧れますね。,1,1
0,PP83.txt,5,A: 記憶力の良い人かぁ。たしかに、その才能って色んな所で活躍しそうですよね。,0,0
0,PP83.txt,6,B: どんな時も重宝されますね。双子の兄弟がいて兄はすごく記憶力があったので羨ましいです。,0,0
0,PP83.txt,7,A: 双子のお兄さんがいらっしゃるんですか？わたしは、それだけで羨ましいって思っちゃいますけど。ところで、アウトドアとかって興味あります？,0,0
0,PP83.txt,8,B: アウトドアはあまり興味ないですね。アウトドアとは正反対の繁華街に住んでますしね。アウトドア好きなのですか？,0,0
0,PP83.txt,9,A: わたしも、アウトドアとは無縁の生活だったんですが、キャンプに興味が湧きまして。まぁ、虫が苦手だから難しいのかもしれませんけど。,0,0
0,PP83.txt,10,B: 虫はなかなか厳しいですね。一度兄の家族とキャンプに行きましたが子供の遊ぶ声は懐かしい気持ちにしてくれますね。,0,0
0,PP83.txt,11,A: そうだったんですか。それは賑やかで羨ましいなぁ。虫がいないキャンプ場があれば、一番うれしいんだけどな～。,0,0
0,PP83.txt,12,B: 簡易的なところであればそういうのも少ないかもしれませんね。,0,0
