,filename,turn,utterance,low_similarity,important
0,PP88.txt,1,A: やあやあ、こんにちわ！　お元気そうですね！,0,0
0,PP88.txt,2,B: 柔道部でしたらからね、元気だけが取り柄なんですよ！あなたは調子はどうですか？,0,0
0,PP88.txt,3,A: お、同じ運動部だ。柔道は面白いですよねえ。私は４番目の兄貴の勧めヨガを始めたおかげか、調子いいですよ。９人兄弟の一番下なんで、他の８人が８人とも色んな健康法を薦めて来るんで混乱してますが。,0,1
0,PP88.txt,4,B: 9人兄弟とはすごいですね！うちは子どもが2人いますが、2人でも大変なので、あなたの親御さんを尊敬しますよ！,0,0
0,PP88.txt,5,A: 男の子だったら大変ですよねえ。ウチは男なんで毎日取っ組み合いですよ。ああこんな時女房がいてくれたらなあ。お父っつぁんそれは言わない約束でしょう？,0,0
0,PP88.txt,6,B: あはは。うちも子どもの口が達者で困ってますよ。パパは警察官の癖に食べ物の好き嫌いが多くてダメだねなんていつも言われてます。,1,0
0,PP88.txt,7,A: 法と秩序の番人たる警察官が好き嫌いがあってはならない、と私の尊敬するエジソンも言っています言ってませんけど。何が苦手なんですか？,1,1
0,PP88.txt,8,B: いやー、本当に苦手なものが多くて。あげはじめたら明日になってしまうかもしれませんよ。,0,0
0,PP88.txt,9,A: そうですねえ、薬だと思って口にするか、ペースト状にしてご飯に載せるか、ひったすら炒めて何だか分からなくしちゃうか。,0,0
0,PP88.txt,10,B: あはは。まるで子どもですね！情けないなあ。わたしの妻は年上で昭和生まれなんですが、これだから平成生まれの男はと毎日ため息をつかれていますよ。,0,0
0,PP88.txt,11,A: 時代のボーダーだ。昭和生まれって言うと何だか遠い時代の人に聞こえますが、私も昭和だものなあ。年取るわけだ。,0,0
0,PP88.txt,12,B: もう令和ですからね！もっとしっかりした大人にならなくてはなあ。,0,0
