,filename,turn,utterance,low_similarity,important
0,PP80.txt,1,A: あなたって高校のとき何か部に所属してた？,0,0
0,PP80.txt,2,B: ううん。帰宅部だったよ。あなたは？,0,0
0,PP80.txt,3,A: わたしは漫研に入ってたんだ。あなたは漫画とか読む？,0,0
0,PP80.txt,4,B: 漫画は、新聞についてる4コマ漫画が好き！新聞配達員をしてるから、毎日読み放題！,0,0
0,PP80.txt,5,A: それはいいね。４コマ漫画の面白さを知ってるあなたは上級者だよ。わたし実は先日、ゲーム制作会社に就職が決まったんだ。ゲームはやる？,0,1
0,PP80.txt,6,B: あー、ゲームはあんまりやらないかな。早寝早起きがモットーだから、夜ご飯食べたら、すぐに寝ちゃうし。,0,0
0,PP80.txt,7,A: 規則正しい生活をしてるんだね。わたしは早寝早起きのやり方なんて忘れちゃったよ。高校の時といえば、放課後よく石焼き芋を売る屋台が通ってたんだよね。,0,0
0,PP80.txt,8,B: あー、石焼い芋って美味しいよねー！その屋台で、よく買ってたの？,0,0
0,PP80.txt,9,A: そうなんだよ。大好きでさ。今でもあの石焼き芋の歌を聞くと懐かしく感じるんだよね。あなたにはそういうのない？,1,1
0,PP80.txt,10,B: あるある！学生時代は海の近くの街に住んでて、通学の時に海沿いの道を自転車で通ってたから、今でも海の匂いを嗅ぐと、当時が蘇るよ！,1,0
0,PP80.txt,11,A: わたしと違ってなんだかかっこいい思い出だね。アニメオタクには眩しいよ。,0,0
0,PP80.txt,12,B: アニメオタクとか漫研だって、十分、青春だと思うよ！,0,0
