,filename,turn,utterance,low_similarity,important
0,PP66.txt,1,A: わたしは今川のそばに住んでるんですけど、よかったら遊びにきませんか？,0,1
0,PP66.txt,2,B: いいですねー。川のそばだと、夏は風が通って涼しそうですね！,0,0
0,PP66.txt,3,A: そうなんですよ。団地暮らしになるんですが立地がよかったもんでここに移ってきたんです。,0,0
0,PP66.txt,4,B: なるほど！団地のように集合住宅だと、冬も暖かいって聞きます。保険の外交で団地にはよく行きますが、みなさん、狭くても上手に工夫されて住んでますよね！,0,1
0,PP66.txt,5,A: そうなんですよ。わたし集中力があるので没頭すると耳に音が入ってこないので騒音で悩まされたこともないですし。あなたは実家ですか？,0,0
0,PP66.txt,6,B: いえ、実家ではないのですが、実家と同じ広島県内に住んでますよ！,0,0
0,PP66.txt,7,A: そうでしたか！広島もいいところですよね。,0,0
0,PP66.txt,8,B: はい！なんと言っても、お好み焼きが美味しいですしねー！,0,0
0,PP66.txt,9,A: わたしの尊敬する人が坂本龍馬なもんでよく四国のあたりを旅行するんですが、お好み焼きもそうで寿司本当に美味しいものが多いですよね。,0,0
0,PP66.txt,10,B: ええ、本当に。でも、お好み焼きって料理の1つに数えていいんですかね？わたし、お好み焼き以外は、料理全般、苦手なんです。,0,0
0,PP66.txt,11,A: お好み焼きが十分料理に数えていいでしょう！切って混ぜて焼くんですから！,0,0
0,PP66.txt,12,B: たしかに！これからは料理できるって、人に言うことにします！,0,0
0,PP66.txt,13,A: いや、お好み焼きだけでそれは言い過ぎかもしれません、、,0,0
