,filename,turn,utterance,low_similarity,important
0,PP12.txt,1,A: こんにちは、今頃起きてしまいました。,0,0
0,PP12.txt,2,B: こんにちは。ゆっくり寝られるのは良いことですね。私はコンビニの店員をしているので、寝る時間はまちまちなんです。,0,1
0,PP12.txt,3,A: わたし高校の陸上部に入っていて朝練もあるんですけど、早起きがとにかく苦手で。,0,0
0,PP12.txt,4,B: 早起きは、辛いですよね。陸上部、すごいですね！,0,0
0,PP12.txt,5,A: それほどでもないです。おばあちゃんには走るより勉強って怒られちゃうんですけどね。,0,0
0,PP12.txt,6,B: でも若いうちが、体の鍛え時ですものね。夢はありますか？私はの夢は、ファッションデザイナーになることです。,0,1
0,PP12.txt,7,A: デザイナーですか、かっこいいですね！どんな服を作るんですか？,0,0
0,PP12.txt,8,B: 今はまだ、勉強中なんですよ。ファッション雑誌を読んだり、漫画も好きなので漫画からもヒントを得たりしています。,0,0
0,PP12.txt,9,A: ああ、漫画のファッションってすごいですもんね、なんか現実離れしてるのもあったりして。,0,0
0,PP12.txt,10,B: そうなんですよ。奇抜なものもあったりするので、意外と参考になります。,0,0
0,PP12.txt,11,A: そうなんだ、陸上の漫画を見てると結構練習のヒントがあったりするからちょっと似てますね。,0,0
0,PP12.txt,12,B: そうなんですね！漫画もいい文化ですよね。,0,0
0,PP12.txt,13,A: そう思います。もっとマンガ読もうっと！,0,0
0,PP12.txt,14,B: はい、部活頑張ってくださいね。,0,0
