,filename,turn,utterance,low_similarity,important
0,PP7.txt,1,A: こんにちは。私は最近、猫を飼い始めました。,0,1
0,PP7.txt,2,B: わあ、羨ましいなあ。私は猫の毛アレルギーだってお母さんが言っていたから飼えないです。飼いたいなあ。猫ちゃん大好き。,0,0
0,PP7.txt,3,A: 猫、かわいいですよ。ふわふわで、もうたまらないです。,0,1
0,PP7.txt,4,B: いいなあ。私のクラスの子達も、飼っている子が大勢なんで、何だか話題に入っていけないなあ。ねえねえ、好きな食べ物って何ですか＞,0,0
0,PP7.txt,5,A: アレルギーなら、ちょっと我慢するしかないよね。好きな食べ物は、１２月生まれだからケーキ。,0,0
0,PP7.txt,6,B: え、１２月生まれはケーキ好きなんだあ。私も１２月だからケーキが好きなのかな。この間ね、お母さんがキャロットケーキってのを作って食べさせようとしたんだけど、私ニンジンが嫌いだから。,0,0
0,PP7.txt,7,A: クリスマス大好きだからね。でも、大晦日生まれ。人参は私も苦手だよ。,0,0
0,PP7.txt,8,B: ホッとしたあ。大人だって嫌いなものありますよね。私身長が低くて並ぶ時も一番前なんですけど、好き嫌いがあってもお姉さんみたいに大きくなれますよね？,0,0
0,PP7.txt,9,A: 好き嫌いは、段々なくなるから大丈夫！ちなみに占いにハマってるんだけど、同じ１２月なら似た運勢かもね。血液型は私Ａだけど、どう？,0,0
0,PP7.txt,10,B: 私はＡＢ型ですっ。私わたし占い師になりたいんです。学習雑誌の付録にオシャレな占いブックが付いてて、それで。,0,0
0,PP7.txt,11,A: 同じ趣味で嬉しいよ。今度、ＡＢ型の占いも一緒にみてあげるね。,1,0
0,PP7.txt,12,B: はあい！　また占いのお話聞かせて下さい。あと猫ちゃんもさわりたいです。,1,0
0,PP7.txt,13,A: ちょっとなら、きっと大丈夫だと思うよ。,0,0
