,filename,turn,utterance,low_similarity,important
0,PP38.txt,1,A: 突然ですが、あなたは神を信んじますか？,0,0
0,PP38.txt,2,B: 一応、日本人ですからね。悪いことをしたらバチが当たる、ぐらいには思ってます。あなたはどうなんです？,0,0
0,PP38.txt,3,A: 突然ごめんなさいね。実はわたし無神論者なんです。神に助けられたと思ったこともないし。宗教の勧誘ではないので安心してください。,0,1
0,PP38.txt,4,B: ああ、そうですか、正直ドキッとしましたよ。でも、そう思うようになったキッカケなど、心当たりは？,0,0
0,PP38.txt,5,A: わたし昔から肥満体型なんですけど、神様仏様にどうか脂肪を落としてくださいっていくら願っても叶えてもらえてないから。もう信じるのをやめたんです。,0,0
0,PP38.txt,6,B: たしかに、それは信じるのが嫌になりますね。わたしも食べ歩きが好きなので、スタイルが崩れるのは心配です。,0,0
0,PP38.txt,7,A: あなたはもっと太った方がいいくらいですよ！食べ歩きわたしも大好きです！,0,0
0,PP38.txt,8,B: わたしが、不思議と食べてもスタイルをキープできているのは、猫舌でゆっくり冷ましながら食べるせいかもしれません。,0,0
0,PP38.txt,9,A: それはいいことを聞きました。ゆっくり冷ましながら食べると効果があるのね。あとあなたがしていることとかぜひ教えてください。,0,0
0,PP38.txt,10,B: ええ、あとでね。ところで質問なんですけど、もし痩せることができたら、あなたはまた神を信じられるようになると思いますか？,1,1
0,PP38.txt,11,A: どうかしら。神のおかげじゃなくて自分が頑張ったからだと思うと思うわ。,1,0
0,PP38.txt,12,B: そうですか、なるほどです。あ、すみませんね。ついセラピストとしての職業病で、色々聞き出したくなるんです。,0,0
