,filename,turn,utterance,low_similarity,important
0,PP36.txt,1,A: ねえ、やっぱりわたしって身長高い方だよね？,0,1
0,PP36.txt,2,B: んー、そう？わたしは男だから、あんまり人の身長を気にしたことがなかったけど。,0,0
0,PP36.txt,3,A: そう言ってくれる人がいてよかった！また身長が伸びたみたいでさ。わたし目立つことが嫌いなのにこの身長のせいですごく目立ってしまってる気がする。,0,0
0,PP36.txt,4,B: いいんじゃない？目立ってても、モデルみたいで。,0,1
0,PP36.txt,5,A: 自分ではそんな風に思えないんだってば。あなたは嫌いなものとかないの？,0,0
0,PP36.txt,6,B: そう言われれると、たしかにわたしも細すぎる体型がコンプレックスかもしれないなあ。,0,0
0,PP36.txt,7,A: あなたこそモデル体型だと思うけど。,0,0
0,PP36.txt,8,B: いやあ、男が細いのは、カッコがつかないよ。サイクリングが好きで、ついつい食べるのを忘れて走り続けちゃうからかな。,0,0
0,PP36.txt,9,A: だから細いのね。わたしは福島から引っ越してきてこっちの人ってみんなスタイルがいいから驚いたわ。,0,0
0,PP36.txt,10,B: みんながみんな、そうってわけでもないよ。わたしは国内旅行が好きで、自転車に乗って、島根から東北の方まで走ったりするからね！,0,0
0,PP36.txt,11,A: それはすごい！趣味の範囲を超えてるわねそれ！,0,0
0,PP36.txt,12,B: そんなことないよ。ただ、黙々と自転車を漕ぐだけだもの。,0,0
