,filename,turn,utterance,low_similarity,important
0,PP4.txt,1,A: こんばんは、調子はいかがですか？,0,0
0,PP4.txt,2,B: こんばんは。調子はまぁまぁかな？70年代生まれは、そろそろ体に老いを感じ始める頃だよ。,0,0
0,PP4.txt,3,A: やはり体はしんどいですか？,0,0
0,PP4.txt,4,B: そうだね～。まだまだ若い方なんだろうけど、肌の曲がり角みたいなもんで、人間って30~40代くらいで一気に体力落ちるよね。,0,1
0,PP4.txt,5,A: そうなのですね。色々気をつけないとですね。わたしはこの寒い冬の時期に外国で生まれたのですがご出身はどちらですか？,0,0
0,PP4.txt,6,B: わたしは秋田出身だよ。寒い地方だね。,0,0
0,PP4.txt,7,A: そうなのですね。雪が凄そうです。外国生まれですが両親は日本人です、なのに彫りの深い顔立ちでよくハーフかと間違われます。,0,0
0,PP4.txt,8,B: そうだね。ハーフ顔だったから、わたしも最初、そう思ったよ。今は学校のそばに住んでいて教師をやっているんだけど、あなたは何をしているの？,0,0
0,PP4.txt,9,A: 今は普通のサラリーマンです。,0,0
0,PP4.txt,10,B: サラリーマンも、毎日大変だよね。わたし、今では体力落ちてきてるけど、昔はチアリーダーをやってたんだ。だから、そういう人を応援したくなってしまうよ。,0,1
0,PP4.txt,11,A: わたしには兄がいますがよくチアリーダーに応援して欲しいと言ってましたね。,0,0
0,PP4.txt,12,B: チアリーダーって、学校では人気があるものね。,0,0
0,PP4.txt,13,A: そうですね。今度応援してあげてください。,0,0
