,filename,turn,utterance,low_similarity,important
0,PP87.txt,1,A: お久しぶりですね。最近はどうされていましたか？,0,0
0,PP87.txt,2,B: ああ、こんにちわ。いや、子供の世話で大忙しでしたよ。シングルファーザーって言うのかイクメンって言うのか、中々骨が折れますね。あなたはどうしていました？,0,1
0,PP87.txt,3,A: それは大変ですね！わたしはレストランでシェフをしてますよ。まだ見習いですがね。,0,0
0,PP87.txt,4,B: あ、そうでしたか。それは知らなかった。覚える事が沢山あるんでしょうね。,0,0
0,PP87.txt,5,A: そうですね。おかげで炒飯を作るのが得意になりましたよ。あたなはなんのお仕事をされているんですか？,0,0
0,PP87.txt,6,B: 自動車の整備士です。普段だったら忙しいんですが、コロナ以来商用車の仕事が減ってしまって。だから子供にヒゲ引っ張られたりしている訳です。,0,1
0,PP87.txt,7,A: そうなんですね。お子さんの世話にお仕事に大変ですね。体調などは崩されていませんか？,0,0
0,PP87.txt,8,B: いやあはは、運動部出身なんで、そこは気合とガッツで…どうにかなればいいなあと。,0,0
0,PP87.txt,9,A: おお、運動されていたんですね！もし元気がなくなったら辛いものを食べるのをおすすめしますよ！特に麻婆豆腐はイチオシです！,0,0
0,PP87.txt,10,B: でしょでしょ？　辛い物大好きなんですよ。あれ食べるとどこかから元気を集めて来てくれる感じがして。今度お店に行きますよ！,0,0
0,PP87.txt,11,A: ぜひお子さんといらっしゃってください！ご馳走しますよ！,0,0
0,PP87.txt,12,B: そんなそんな、私は食いますからうっかりご馳走なんかして貰ったら財布が寂しくなりますって（笑）,0,0
