,filename,turn,utterance,low_similarity,important
0,PP32.txt,1,A: おはよう。ねえ、わたしまた覚えた百人一首の数が増えたの！,0,0
0,PP32.txt,2,B: すごい！百人一首なんてやってるの？,0,1
0,PP32.txt,3,A: 百人一首というより、わたし暗記が得意だから何か自慢できることが欲しくて。あなたは特技とかある？,0,0
0,PP32.txt,4,B: 特技は語学って言えるかなあ。通訳を仕事にしてて、海外旅行にもよく行くよ。,0,1
0,PP32.txt,5,A: かっこいいなー！わたしはずっと大阪在住で関空も近いのに海外に行ったことないんだよな。,0,0
0,PP32.txt,6,B: そうなんだ！わたしの場合、生まれも育ちも兵庫で、いま神戸にいるけど、周りは結構普通に海外行ってるよ？,0,0
0,PP32.txt,7,A: さすが神戸はおしゃれだわ。わたしは海外旅行より趣味の読書を家でできたら満足だな。,0,0
0,PP32.txt,8,B: ああ、インドア派なんだね！わたし、家でじっとしてるのって、超苦手なんだよねー！,0,0
0,PP32.txt,9,A: 普段休みの日とかは何することが多いの？,0,0
0,PP32.txt,10,B: 通訳の勉強のために外人さんが出入りするバーに行ったりとか、次の海外旅行の計画で友達と会ったりとか！あなたは読書だけ？,1,0
0,PP32.txt,11,A: わたしも一応翻訳家だからその勉強をしたりしてる。今度旅の話を聞かせてよ。,1,0
0,PP32.txt,12,B: うんうん、いいよ！,0,0
