,filename,turn,utterance,low_similarity,important
0,PP95.txt,1,A: あら、お久しぶりですね。お住まいはこの辺でしたっけ？,0,0
0,PP95.txt,2,B: お久しぶりです。今姉と暮らしていて、この近くに越してきたんですよ。,0,0
0,PP95.txt,3,A: そうだったんですね！わあ、嬉しい！わたしも今パートナーとこの辺りに住んでるんですよ。,0,0
0,PP95.txt,4,B: あら、じゃあこれから時々お会いできますね！家政婦をしているんですけれど、時間に融通がきくので、お暇なときはいつでも声を掛けてくださいな。,0,1
0,PP95.txt,5,A: ありがとうございます。ハヤシライスってお好き？このあたりに有名なお店があるので今度紹介しますよ！,0,1
0,PP95.txt,6,B: ええ、大好きです！自分でつくる食事はメニューが偏りがちなので、楽しみです！,0,0
0,PP95.txt,7,A: そうですよね。そこのお店ね、美味しいし、内装も外国風で綺麗なのに、とっても安いのよ！安月給のわたしでも安心。,0,0
0,PP95.txt,8,B: あら、安くて美味しくて素敵なお店なんて期待が膨らむわ！絵画なんかも飾ってあるかしら？,0,0
0,PP95.txt,9,A: 飾ってあるわよー。美術品に興味があるの？,0,0
0,PP95.txt,10,B: ええ、昔美術部に居たものですから。尊敬する画家はその頃から変わらず、ずっとゴッホなんです。,0,0
0,PP95.txt,11,A: 素敵ね！今度あなたの描いた絵をぜひ見せてね。,0,0
0,PP95.txt,12,B: 私なんかの絵でよければ喜んで！,0,0
