,filename,turn,utterance,low_similarity,important
0,PP69.txt,1,A: いやあ、まいった、まいった！昨日も結局、仕事が徹夜だったよ。,0,1
0,PP69.txt,2,B: お疲れ様。わたしも旅行代理店勤務がやっと板についてきたよ。,0,0
0,PP69.txt,3,A: へえ、旅行代理店で働いてるなんて、素敵だね！旅行好きなの？,0,0
0,PP69.txt,4,B: 旅行も好きだし、何より人を喜ばせるのが好きなんだ。あなたはどんなお仕事をしてるの？,0,1
0,PP69.txt,5,A: わたしはIT関係の会社だよ。忙しいわりに、安月給だから、毎月月末はヒイヒイ言ってるよ。福耳なのに、金持ちとは無縁なんだ。,0,0
0,PP69.txt,6,B: でも成長してる業界じゃないか。わたしは今マンションに住んでるけどいつかマイホームを建てたいと思ってるんだ。あなたはどう思う？,0,0
0,PP69.txt,7,A: いいねー！いまも、ご家族と暮らしていらっしゃるの？,0,0
0,PP69.txt,8,B: そうなんだよ。子供も大きくなるし広い方がいいかなと思って。,0,0
0,PP69.txt,9,A: なるほどね！一軒家なら、子どもが走り回っても気にしなくていいしね！,0,0
0,PP69.txt,10,B: そうなんだよね。あなたは今一人暮らしだっけ？,0,0
0,PP69.txt,11,A: うん。コンビニの近くのアパートに住んでるんだけど、おかげで毎日コンビニスイーツを食べてて、体重がやばいよ。,0,0
0,PP69.txt,12,B: あれハマると大変だよね！食べ過ぎ注意だよ！,0,0
0,PP69.txt,13,A: だね！これからは少し我慢して控えなきゃな。,0,0
