,filename,turn,utterance,low_similarity,important
0,PP56.txt,1,A: やっぱりわたしって八方美人だよね。,0,1
0,PP56.txt,2,B: え？そうかな？誰かから、なにか言われた？,0,0
0,PP56.txt,3,A: 自分でつくづく思っただけ。あなたは周りから指摘されたこととかある？,0,0
0,PP56.txt,4,B: んー、なにか言われてるかもしれないけど、全然記憶にないな。わたしって、自分大好き人間だから、人の言うことなんて気にしないの。,0,0
0,PP56.txt,5,A: いい性格だよ。羨ましい。わたしなんて最近白髪が目立ってきてほんといやになる。,0,0
0,PP56.txt,6,B: 白髪は、見つけるとテンション下がるよねー。若白髪ってこと？,0,0
0,PP56.txt,7,A: そう。この前なんて、わたし目鼻立ちがはっきりしてるから結構声かけられるんだけど、白髪が目に入ったみたいで距離取られちゃったのよ。,0,1
0,PP56.txt,8,B: うわ、それはショックだわー！いっそのこと、わたしみたいに、髪の毛にメッシュ入れて染めたら、気にならなくなるんじゃない？,0,0
0,PP56.txt,9,A: そこまでは思い切れないなー。でもわたしが住んでる近畿にはそんな人結構いるかも,1,0
0,PP56.txt,10,B: へえ、近畿なんだね。えっと、、、ごめん。近畿ってどの辺？わたしは四国なんだけど。,1,0
0,PP56.txt,11,A: すぐ近くだよ！もしかして地理苦手？,1,0
0,PP56.txt,12,B: バレたかー！超苦手。だって、わたしの白い脳みそは、大好きなうどんで出来てるんだもの！なんちゃって！,0,0
0,PP56.txt,13,A: 、、柔らかそうでいいんじゃないかな。,0,0
