,filename,turn,utterance,low_similarity,important
0,PP25.txt,1,A: こんにちは。お元気ですか？,0,0
0,PP25.txt,2,B: ええ！今は事務の仕事をしながら元気にしています！あなたは？,0,0
0,PP25.txt,3,A: 私も元気にしていますよ。ただ、薬剤師の仕事がハードなので少し疲れています。,0,1
0,PP25.txt,4,B: 薬剤師って神経を使いそうですものね。わたしは疲れた時は、趣味のDIYを楽しんだりしています。あなたもちゃんとストレス発散してますか？,0,0
0,PP25.txt,5,A: そうなんですよね。DIY、できるなんて尊敬します。私は中々ストレス発散できていません。,0,0
0,PP25.txt,6,B: あら、それはいけないわ。よかったら今度頭皮マッサージしてさしあげましょうか？昔美容師になりたかったので、練習してたんですよ。,0,1
0,PP25.txt,7,A: それはぜひ、やっていただきたいですね。長野育ちなので雪かきは得意なんですが、どうも最近体力が落ちてきてるので。,0,0
0,PP25.txt,8,B: 長野の雪はすごそうですね！わたし岐阜に引っ越したばかりなんですが、雪かきが大変だったらどうしようかとヒヤヒヤしてます。いつか雪かきのコツを教えてください！,0,0
0,PP25.txt,9,A: 岐阜ならお隣の県ですよね。その年によって、ひどく雪が積もりますよ。またコツをお教えしましょう。,0,0
0,PP25.txt,10,B: わあ、助かります！手先は器用な方なんですが、お手柔らかにお願いしますね！,0,0
0,PP25.txt,11,A: 簡単に言うと、体力勝負ですね。腕の力が必要ですが、今は良い道具もありますので。,0,0
0,PP25.txt,12,B: そうなんですね！今から少し腕力を鍛えて準備しておきますね！,0,0
