,filename,turn,utterance,low_similarity,important
0,PP40.txt,1,A: ねえねえ、あなたの血液型って何？,0,1
0,PP40.txt,2,B: ガタガタ！なんていうのは、昭和の親父ぐらいかな。,0,0
0,PP40.txt,3,A: 面白くなーい！せっかく血液型占いしてあげようと思ったのに。ところで、わたしって何型だと思う？,1,0
0,PP40.txt,4,B: うーん、４択だよね。でも、わたし、人の目を見れないから、あなたのことが全然わからないよ。,1,0
0,PP40.txt,5,A: 恥ずかしいの？じゃあヒント！わたしのことを大らかという人が多いです。これならどう？,0,0
0,PP40.txt,6,B: 大らかっていうぐらいだから、オオ型だんだろうね？ごめんね。初対面の人だとどうしても緊張して、変なことを言っちゃうんだ。,0,0
0,PP40.txt,7,A: 緊張なんてしなくていいのに！わたしが住んでる田舎なんて初対面なのにみんな親戚みたいに声かけてくるよ。正解！わたしの血液型はO型でーす！,1,1
0,PP40.txt,8,B: ふーん。そうかい。それで？,1,0
0,PP40.txt,9,A: ひどーい！だから社交的なんだねーとか言ってくれてもいいじゃない！,0,0
0,PP40.txt,10,B: だから、ごめんってさっきも言ったじゃないか。いいよ、プラモデルなら１人で楽しめるんだ、そっとしておいてくれよ。,0,0
0,PP40.txt,11,A: 一人でプラモデルなんてあとでいいじゃん！お話ししようよ！,1,0
0,PP40.txt,12,B: もう、しつこいなあ。じゃあ、話をする代わりに、名古屋めし食うの、付き合ってくれるかい？,1,0
0,PP40.txt,13,A: 全然おっけー！,0,0
