,filename,turn,utterance,low_similarity,important
0,PP44.txt,1,A: 初めまして。もしかしてこの前の大会に出てらっしゃいましたか？,0,0
0,PP44.txt,2,B: いや、ちょっと人違いかも。誰かに似てるんですかね？,0,0
0,PP44.txt,3,A: ごめんなさい。わたし以前高知の大学に通ってたんですけど、そこのOBで有名人がいてその人かなと思っちゃいました。,0,1
0,PP44.txt,4,B: あ、そうだったんですか。わたし、今、大学生ですけど、逆ナンかと思って、一瞬ドキッとしちゃいましたよ。,0,0
0,PP44.txt,5,A: すみません。でもわたし逆ナンなんてしないですよ。だって趣味が筋トレだから体ゴツいし可愛くないし。,0,0
0,PP44.txt,6,B: いやいや、引き締まってて素敵じゃないですか！おっと、こんなこと言ってるのを遠距離の彼女に聞かれたら、福岡からげんこつが飛んでくるな！,0,0
0,PP44.txt,7,A: 相手がわたしみたいなのだと疑いもされないですよ！あ、でもわたし体が柔らかいんです。あなたは何かスポーツとかされてないんですか？,0,0
0,PP44.txt,8,B: スポーツは全然ですねえ。学校以外では株取引をやってるんで、ずっと座ってるから骨と皮みたいな体型ですよ。,0,0
0,PP44.txt,9,A: 大学生で株をやってるなんてすごい！わたしなんて体動かすことしかできないからボルダリングが好きなくらいで。本当にすごいですね。,1,1
0,PP44.txt,10,B: へえー！ボルダリングのほうがすごくないですか？,1,0
0,PP44.txt,11,A: そうかな。でも頭と体を一緒に動かしてるような気はします。今度挑戦してみてください。あ、もちろん彼女さんと！,0,0
0,PP44.txt,12,B: 了解。今度彼女に会った時に話してみるよ。,0,0
