,filename,turn,utterance,low_similarity,important
0,PP75.txt,1,A: どうも、どうも。独身生活も長くなってくると、家でも買ったほうが嫁が来るんじゃないかと思い始めましたよ。,0,0
0,PP75.txt,2,B: どうですかね。わたしは大手電機メーカーに勤めてますがまだまだ独身者は多いですよ。習い事をされたら出会いが増えるのでは？,0,1
0,PP75.txt,3,A: 習い事ですか！あなたは、何か習ってるんですか？,0,0
0,PP75.txt,4,B: 習い事というか、ジムのプールに通っています。いい気分転換になりますよ。,0,0
0,PP75.txt,5,A: なるほどー。わたしは雪が好きなので、ウィンタースポーツがしてみたいかな。,0,0
0,PP75.txt,6,B: ウィンタースポーツもいいですね！でも冬しかできないからやっぱりわたしは水泳をオススメしますね。,0,0
0,PP75.txt,7,A: 確かにおっしゃるとおりです。同じ水泳でも寒中水泳は、寒い2月生まれのわたしもさすがに勘弁ですが！,0,0
0,PP75.txt,8,B: それはわたしも勘弁ですね！わたしプールの塩素の匂いを懐かしく感じるんですよね。小学校の時とか思い出しません？,0,0
0,PP75.txt,9,A: ああ、分かります！スクール水着も懐かしいですね！,0,0
0,PP75.txt,10,B: なんだか違う気もしますが、まあそういうことです。,0,0
0,PP75.txt,11,A: わたしは、肩幅が広くて水泳にも絶対向いてると思うんで、ジムに通うのを真剣に検討しようと思います。,0,1
0,PP75.txt,12,B: バタフライとかやりやすそう！ぜひ検討してみてください！,0,0
