,filename,turn,utterance,low_similarity,important
0,PP68.txt,1,A: こんにちは。また会いましたね。,0,0
0,PP68.txt,2,B: あら、ほんとですね！お住まいが近くなのかしら？,0,0
0,PP68.txt,3,A: ええ。このスーパーの近くのアパートに住んでるんですよ。あなたもこの辺りにお住まいなんですか？,0,0
0,PP68.txt,4,B: ええ。わたしは少し先のコンビニの近くです。お互い、お店が近いと、普段便利ですよね！,0,0
0,PP68.txt,5,A: そうなんですよね。わたし外資系企業に勤めてるんですが、残業が多くて料理する気になれないから助かってます。,0,1
0,PP68.txt,6,B: すごく分かります！わたしが勤めてる会社もIT系なので、激務で嫌になっちゃいます！,0,1
0,PP68.txt,7,A: お互い忙しいですよね。あなたは自炊されてますか？,0,0
0,PP68.txt,8,B: それがねえ、お恥ずかしながら、大体いつも、コンビニ弁当です。あなたは？,0,0
0,PP68.txt,9,A: そこも同じですね。久しぶりに母のカツ丼が食べたいなあ。わたしにとってのお袋の味なんですよ。あなたにもありますか？そういうの。,0,0
0,PP68.txt,10,B: うーん、わたしは母も忙しい人だったので、あまりお袋の味って思いつきません。そのかわり、甘いものには目がないですよ！,0,0
0,PP68.txt,11,A: そうなんですね！今度あなたのおすすめを教えてください。,0,0
0,PP68.txt,12,B: ええ、いいですよ！そこのコンビニで、一番美味しいコンビニスイーツをご紹介しますね！,0,0
0,PP68.txt,13,A: 最近のコンビニスイーツってすごいもんなあ。楽しみにしてます！,0,0
