,filename,turn,utterance,low_similarity,important
0,PP90.txt,1,A: こんにちわ、お久しぶりですがどうされてましたか？,0,0
0,PP90.txt,2,B: 実は夫が亡くなりましてね。子どもと2人で毎日目まぐるしく過ごしてますよ。,1,1
0,PP90.txt,3,A: ええっ、それは知らなかったとは言え。御胸中お察し申します。子供さん二人では色々大変でしょうね。,1,1
0,PP90.txt,4,B: そうですね。まあ、落ち込んでばかりもいられないのでね。明るさだけがわたしの取り柄ですし。あなたはどうされていましたか？,0,0
0,PP90.txt,5,A: 今将来の事とか考えていて、あと２年で大学も出るので、その後は消防学校に入学したいと思っているんですよ。人を援ける仕事がしたんです。,0,0
0,PP90.txt,6,B: わー！素敵ですね！消防学校ってキツいイメージがあるんですが、体力には自信があるんですか？,0,0
0,PP90.txt,7,A: まあ、そこそこには。卓球部だったんで瞬発力は自信があるんですよ。所でお仕事はどうされるんですか？,0,0
0,PP90.txt,8,B: 学生時代のバスケットボール部の友人と会社をやってますよ。まだ30代ですからね。子供のためにもバリバリ働かないと！,0,0
0,PP90.txt,9,A: あ、それは凄いなあ。学生時代の友人は信頼出来ますものね。え、何の会社ですか？,0,0
0,PP90.txt,10,B: 旅行関係です。どこかご旅行をされる際はお手伝いしますよ！,1,0
0,PP90.txt,11,A: 良い事を聞きました！　私温泉が好きなんで、色々相談に乗って頂くと思います。その時はよろしく！,1,0
0,PP90.txt,12,B: はい！お任せください！,0,0
