,filename,turn,utterance,low_similarity,important
0,PP11.txt,1,A: はじめまして。こんにちは。,0,0
0,PP11.txt,2,B: こんにちは。わたしはいま高校で陸上部に入ってるんですけど。,0,0
0,PP11.txt,3,A: 高校生なんですね！私はエステティシャンをしています。,0,0
0,PP11.txt,4,B: かっこいいですね。実は早起きが苦手で朝練が辛いんですよね。,1,1
0,PP11.txt,5,A: わかりますよ。私も部活をしていた頃は、早起きが辛かったです。,1,0
0,PP11.txt,6,B: ですよね。どうやって朝起きしていらっしゃったんですか？,0,0
0,PP11.txt,7,A: 目覚ましを何個もかけていましたね。母親も起こしてくれましたし。,0,0
0,PP11.txt,8,B: わたしはおばあちゃんっ子なので、おばあちゃんが起こしてくれるんですが、ソフト過ぎて起きられないんですよね。,0,0
0,PP11.txt,9,A: なんだか想像できます。ちなみに、好きな作家は宮沢賢治ですが、読書はしますか？,1,0
0,PP11.txt,10,B: あまり読みませんが、その本は知ってます。ファンタジーですよね。,1,0
0,PP11.txt,11,A: そうなんですよ。ぜひ読んでみてください。,0,0
0,PP11.txt,12,B: 分かりました。探してみますね。,0,0
0,PP11.txt,13,A: ぜひ！私はネイリストも目指して仕事をがんばるので、部活がんばってくださいね。,0,1
