,filename,turn,utterance,low_similarity,important
0,PP72.txt,1,A: 関係ないかもだけどさ、わたし医療関係で働いてるくせに虫歯できちゃった。最悪。,0,1
0,PP72.txt,2,B: うわ！医者の不養生って言うんだっけ、そういうの。大丈夫なの？,0,0
0,PP72.txt,3,A: 大丈夫ではないかな。わたし歯並びが悪いから磨き残しのせいでなったんだと思う。憂鬱だよ,0,0
0,PP72.txt,4,B: それは凹むねー。はやく治したほうがいいよ！歯がきれいになったら、うちのお店に買い物においで！,0,1
0,PP72.txt,5,A: なんのお店やってるの？,0,0
0,PP72.txt,6,B: 洋服屋さんで働いてるの！お洒落をすると、気分も一気に良くなるよ！,0,0
0,PP72.txt,7,A: それいいね！頑張って治すよ！あーでもわたし歯医者が怖いんだよね。行くのやだなー,0,0
0,PP72.txt,8,B: ファイトだよ、ファイト！わたしなんて、安ーい給料のせいで、社員寮から出られずにいるけど、歯を食いしばって生きてるんだから！,0,0
0,PP72.txt,9,A: そっかー。わたしは虫歯で歯を食いしばれないからせめて勇気を振り絞って行ってきます！,0,0
0,PP72.txt,10,B: おー！ファイトだー！わたしも、がんばって働いて、いつか憧れの庭付き一戸建てに引っ越すぞー！,0,0
0,PP72.txt,11,A: 大きな目標があってすごいなー。わたしは歯医者に行くだけでこんなに騒いでるのに。尊敬しちゃう。,0,0
0,PP72.txt,12,B: そんなことないよ。おたがい頑張ろうね！,0,0
