,filename,turn,utterance,low_similarity,important
0,PP73.txt,1,A: ねえ、あなたってさ、理想の異性のタイプってある？,0,0
0,PP73.txt,2,B: わたしは空港会社に勤務してるんだけど、やっぱりパイロットって憧れちゃう！あなたは？,1,0
0,PP73.txt,3,A: わたしはね、なんといっても、スティーブ・ジョブズ！あの人の見た目も生きざまも、どストライク！,1,1
0,PP73.txt,4,B: 出た天才！あんな人世界中どこにもいないよ！見た目だけだったらいるかもしれないけど。,0,0
0,PP73.txt,5,A: そんなことないよ！地球に何億の男がいると思ってるの？あと、10人や20人ぐらい居るって！,0,0
0,PP73.txt,6,B: 絶対そんなにいないってば！わたしの歳の離れた姉も似たようなこと言ってたけど結局普通の人と結婚したよ。,0,1
0,PP73.txt,7,A: やーん、現実を直視させないでよー！わたしだって分かってるよ。いちアパレル店員が、あんな人との出会いなんて無いってこと。,0,0
0,PP73.txt,8,B: 外国人とよく会うわたしでも会ったことないんだから諦めなって。他に好きなことないの？,0,0
0,PP73.txt,9,A: チョット待って！あなたって、外国人との出会いがあるの？,0,0
0,PP73.txt,10,B: まあ、一応空港会社に勤めてるし。上司は外国人だし。あと外国人観光客にもよく会うってだけよ。,0,0
0,PP73.txt,11,A: ずるーい！紹介して！そしたら、外人のダーリンとハーフの子どもに囲まれて、夢の庭付き一戸建てに住めるかも！,0,0
0,PP73.txt,12,B: 外人と一戸建ては関係ないでしょ。,0,0
0,PP73.txt,13,A: フフフ！なんとなく、アメリカンなイメージなの！,0,0
