,filename,turn,utterance,low_similarity,important
0,PP15.txt,1,A: こんにちは。わたしは最近、スーパーで働き始めましたが、あなたの近況はいかがですか？,0,0
0,PP15.txt,2,B: こんにちは、そうなんですね。わたしは最近ドラックストアの店員になりまして、同じバイト仲間とルームシェアしています。,0,1
0,PP15.txt,3,A: そうなんですね！わたしはパートです。ルームシェア、憧れていますが楽しいですか？,0,0
0,PP15.txt,4,B: 楽しいし、わたしは遅刻魔なので、いつも起こしてもらえるのが助かります。,0,0
0,PP15.txt,5,A: なるほど、それはいいですね！ちなみにわたしの趣味は貯金ですが、何か趣味はありますか？,0,0
0,PP15.txt,6,B: 貯金できるのはすごいですね。わたしはお金がなかなか貯まらず、ネットサーフィンばかりしています。,0,0
0,PP15.txt,7,A: 貯金して、海外旅行に行くのが目標なんです。ネットはちょっとしかわからず勉強も苦手ですが、今度機会があったら教えてください。,0,0
0,PP15.txt,8,B: 海外旅行いいですね！私は実家が観光地の多い栃木なんですが、日本国内の旅行はされないんですか？,0,1
0,PP15.txt,9,A: ご実家、栃木なんですね！私は茨城なんです。国内旅行も好きでよく行っていますよ。,0,0
0,PP15.txt,10,B: 茨城ならすぐ隣ですね。茨城も美味しいものとか多そうです。,0,0
0,PP15.txt,11,A: はい、わたしは地元を気に入っています。栃木もたまに行きますよ。,0,0
0,PP15.txt,12,B: わたしも地元愛が強くて、なかなか県外には住めませんね。,0,0
