,filename,turn,utterance,low_similarity,important
0,PP64.txt,1,A: あなたは二重で大きな目をしてますよね。,0,0
0,PP64.txt,2,B: そうですかねー。目はそうかもしれませんが、鼻が低いので、全体としては不細工でしょう？,0,0
0,PP64.txt,3,A: そんなことないですよ。わたしは切れ長の目ですが自慢に思ってますし。考えようですよ。,0,1
0,PP64.txt,4,B: いいですね！そういう考え方は見習いたいのですが、自意識過剰なので、みんながわたしの鼻に注目してる気がしてならないんです。,0,0
0,PP64.txt,5,A: そんなに気にすることないと思いますけどね。わたしは証券マンで営業をしていますがあまりお世辞は言わないんですよ。,0,0
0,PP64.txt,6,B: そうなんですか！営業してるのにお世辞を言わず、正直でいられるってすごいですね。商社勤めのわたしも見習いたいと思います。,0,1
0,PP64.txt,7,A: ある意味わたしのスタイルですね。商社だとお忙しいでしょう。休みのひはなにをしてらっしゃるんですか？,0,0
0,PP64.txt,8,B: 休みの日は、家でノンビリとテレビを見たりしてます。あ、唯一、給料日のあとの休日は違いますけど！,0,0
0,PP64.txt,9,A: 家で過ごされる派なんですね。わたしはジョギングをするのが趣味なんです。給料日の後の休日、気になるなあ。,0,0
0,PP64.txt,10,B: その日だけは、ステーキハウスに行って、ステーキを食べることにしてるんです。月に1回、ご馳走をいただける日なんですよ。,0,0
0,PP64.txt,11,A: それは楽しみがあっていいですね！わたしは高地で育ったのでわたしにとってもご馳走はどちらかというと海の幸かな。,0,0
0,PP64.txt,12,B: 海の幸もいいですね！次回は、ステーキのほかに、海鮮も鉄板で焼いてもらおうと思います。,0,0
