,filename,turn,utterance,low_similarity,important
0,PP89.txt,1,A: こんにちは！お元気でしたか？,0,0
0,PP89.txt,2,B: ああ、久しぶりです。こないだ成人しましたよ。２０００年ミレニアム生まれなもんで。,0,1
0,PP89.txt,3,A: おめでとうございます！2000年と言うことは平成生まれですよね。私と一緒だ！,0,1
0,PP89.txt,4,B: そうですよね。令和になっちゃったものなあ。急に老け込んだ感じがしますよ。運動とかされてますか？,0,0
0,PP89.txt,5,A: わたしは柔道をやってます。警察官なもので必須なんですよね。あなたは運動は？,0,0
0,PP89.txt,6,B: あそうか、お巡りさんって武道が必須なんでしたよね。私は高校の頃卓球部でしたが、今でもその頃の仲間と会って「温泉卓球」で遊んでます。皆温泉が好きなんで。,0,0
0,PP89.txt,7,A: 温泉で卓球！いいですねー。わたしも非番の日に子ども2人と行きたいな〜。,0,0
0,PP89.txt,8,B: あ、私てっきり独身だと思ってましたよ。お子さんもいて、二人も。ああ、知らなかった。,0,0
0,PP89.txt,9,A: そうなんですよ。結構若い頃に結婚しましてね。あなたは今お仕事は？大学生？,0,0
0,PP89.txt,10,B: ええ、今２年です。多分あと６年もあれば卒業できる見込みです。,0,0
0,PP89.txt,11,A: あはは！結構時間がかかりそうですね！頑張ってくださいね！,0,0
0,PP89.txt,12,B: オラオラ！８回生のお通りはい、道を開けんかい！　なんつってね。,0,0
