,filename,turn,utterance,low_similarity,important
0,PP26.txt,1,A: こんにちは！わたしは今趣味のDIYにハマっているのだけど、あなたもなにかハマっていることとかあります？,0,0
0,PP26.txt,2,B: DIYなんて、すごいじゃないですか！私は滋賀で開業医を営んでいますが、趣味はゴルフですね。,1,1
0,PP26.txt,3,A: まぁ、お仕事にスポーツに、充実した毎日を過ごされていらっしゃるご様子ですね！,1,0
0,PP26.txt,4,B: そうですね、充実はしています。あなたも充実していますか？,0,0
0,PP26.txt,5,A: うらやましい！わたしは事務職に就いているんですが、毎日同じことの繰り返して少し退屈してるんです。,0,0
0,PP26.txt,6,B: 医者も同じようなものですよ。お互い、気分転換が必要ですね。,0,0
0,PP26.txt,7,A: ええ、そうですね。ゴルフなんてちょっと憧れてしまうけど、どうです？やっぱり難しいですか？,0,0
0,PP26.txt,8,B: そんなことないですよ。やってみると、案外簡単なものです。ただ、良い成績を取ろうと思うと、練習はたくさんせねばですけどね。,0,0
0,PP26.txt,9,A: 何事にも練習は必要ですね。でも手先は器用な方なので、頑張って挑戦してみようかしら！,0,1
0,PP26.txt,10,B: そうなんですね。きっとやってみたらいいですよ。まあ、私は運転が苦手なので、運転を練習したいと思ってます。,0,0
0,PP26.txt,11,A: あら、あなたにも苦手なことがあったのですね！わたしも岐阜に引っ越してきてまだ間もないので、新しく練習することが見つかってワクワクしてます！よいきっかけをいただいてありがとうございます！,0,0
0,PP26.txt,12,B: 苦手なこと、意外とありますよ。時間があったらまた連絡くださいね。,0,0
