,filename,turn,utterance,low_similarity,important
0,PP77.txt,1,A: 今日はいい天気ですねー！こういう日にお布団を干すと、幸せになれますよ！,0,0
0,PP77.txt,2,B: それってすごく素敵な発想ですね！じゃあわたしも今日はお布団を干そうかな！,0,0
0,PP77.txt,3,A: ええ、ぜひぜひ。お布団を取り込んだ後、顔をうずめると、なんとも言えない懐かしい香りがするんですよ。,0,1
0,PP77.txt,4,B: 確かに！お日様の香りって感じでわたしも好きです。私たち夫婦には子供がいないのでママ友とかいないんですよね。あなたとこういう話ができて嬉しいです。,0,0
0,PP77.txt,5,A: わたしも嬉しいです。あ、でも、干す時には日焼けに気をつけてね！,0,0
0,PP77.txt,6,B: わたしはあまり日焼けには頓着してませんがあなたはきちんとケアしてらっしゃるんですか？,0,0
0,PP77.txt,7,A: ええ、一応、化粧品メーカーに勤めてるんで。もしよかったら、サンプルを差し上げますよ？有名なメーカーだから安心して！,0,1
0,PP77.txt,8,B: それはありがたいですね。新聞社勤めをしていると身なりに気を使わなくなってしまって。,0,0
0,PP77.txt,9,A: あら、新聞記者さんだったの？ビックリ！,0,0
0,PP77.txt,10,B: 実はそうなんです。いろんなネタを書くので地獄耳だって人からよく言われるんですよね。,0,0
0,PP77.txt,11,A: 職業病みたいなものかもしれませんね！わたしの肌が白いのも、ある意味、職業病って言えるかも！,0,0
0,PP77.txt,12,B: そんな職業病ならかかりたいですね！,0,0
