,filename,turn,utterance,low_similarity,important
0,PP84.txt,1,A: こんばんは、わたしは今繁華街に住んでるのですがどのような場所に住んでいますか？,0,0
0,PP84.txt,2,B: わたしは、普通のアパートに、兄弟と暮らしています。,0,0
0,PP84.txt,3,A: そうなのですね。わたしにも双子の兄弟、兄がいます。,0,0
0,PP84.txt,4,B: そうだったんですか。ご結婚はされてるんですか？わたし、長男なんですけど、女性が苦手なのでなかなか結婚相手を見つけられなくて。,0,0
0,PP84.txt,5,A: 結婚はしていないですね。独り身でして寂しくタクシードライバーの仕事をしています。,0,1
0,PP84.txt,6,B: タクシーの運転手さん？わたしはバスの運転手なんです。奇遇ですね！,0,0
0,PP84.txt,7,A: 運転手繋がりですね！バスはタクシーよりうんと難しそうですね。,0,0
0,PP84.txt,8,B: そんなことないですよ～。運転の大変さに変わりはありません。でも、お互い、女性の少ない職場で苦労しますね。,0,0
0,PP84.txt,9,A: なかなか出会いがないですね。タクシーは他の方と生活リズムも違うので難しいです。,0,0
0,PP84.txt,10,B: そうですよね。わたしは巡回ですが、タクシーはそうもいきませんもんね。ところで料理はされます？,0,0
0,PP84.txt,11,A: 料理はせずウーバーイーツばかりです。料理しますか？,0,0
0,PP84.txt,12,B: はい。焼きそばを作るのが得意なんです。良かったら、今度食べに来ませんか？,0,1
0,PP84.txt,13,A: 焼きそば美味しそうですね。ぜひ招待してください！,0,0
