,filename,turn,utterance,low_similarity,important
0,PP50.txt,1,A: こんにちは。先日鹿児島から引っ越してきました。よろしくお願いします。,0,1
0,PP50.txt,2,B: こんにちは！よろしくね。鹿児島からなんて、親近感を感じちゃうわ！わたし、前に宮崎に住んでたことがあるの。,0,0
0,PP50.txt,3,A: そうでなんですね！わたしも親近感を感じます！よかったら仲良くしてください。わたし専業主婦なんですがあなたはお仕事されてるんですか？,0,0
0,PP50.txt,4,B: ええ、わたしは会社員と主婦業と二足のわらじよ。でも、専業主婦だなんて、ご主人、ご立派なお仕事されてるんでしょうね。,0,1
0,PP50.txt,5,A: そうでもないんですよ。妊娠を機に仕事をやめただけで。妊娠してから香水の匂いが苦手になってしまいました。,0,0
0,PP50.txt,6,B: ああ、そういうの、よく聞くわ。でも赤ちゃんを守るための変化だもの、頑張って産んでね。,0,0
0,PP50.txt,7,A: ありがとうございます。わたしおかげさまで食欲はなくならなくて、妊娠前から焼肉が大好物なんですが、あなたは何か好きな食べ物とかありますか？,0,0
0,PP50.txt,8,B: 焼き肉、わたしも好きよ！って、張り合ってるつもりじゃないんだけど、気分悪くされたらごめんなさい。ついつい負けず嫌いが出ちゃうのよ。,0,0
0,PP50.txt,9,A: 気分悪くなんて！同じ好みの肩に会えて嬉しいです。今度よかったらおすすめの焼肉屋さんなどあれば教えてください。,0,0
0,PP50.txt,10,B: 焼肉屋に行くよりも、松阪牛をお取り寄せした方が、断然美味しいわよ！色々食べ比べしたの。って、また、自慢話になっちゃったみたい。ほんとごめんなさい。,0,0
0,PP50.txt,11,A: へー！わたしお取り寄せってしたことないんです。いいお話聞けちゃいました。,0,0
0,PP50.txt,12,B: あ、でも、わたしみたいに浪費家になって、旦那様に叱られないようにね！,0,0
