,filename,turn,utterance,low_similarity,important
0,PP37.txt,1,A: こんにちは！さっき、サイクリングして戻ってきたばかりなので、汗臭かったらスミマセン！,0,0
0,PP37.txt,2,B: いえいえ大丈夫ですよ。サイクリングは趣味ですか？,0,0
0,PP37.txt,3,A: ええ、学生時代からハマってましてね。国内のあちこちを自転車でまわってるんですよ。,0,1
0,PP37.txt,4,B: それはすごい。だからそんないすらっとしてるのね。わたしなんて見ての通りの肥満体型だからあなたを見習わなくちゃ。食事にも気をつけらっしゃるの？,0,0
0,PP37.txt,5,A: 食事？いやいや、独身の男のメシなんて、適当なものが多いに決ってるじゃないですか！,0,0
0,PP37.txt,6,B: それでその体型なのね。わたし女性のわりに自炊もしないし不規則な生活をしてるからダメなのね。あと、わたしお取り寄せも好きなんだけどあなたはしたことある？,0,0
0,PP37.txt,7,A: いやあ、したこと無いなあ。美味しかったのとか、あります？,0,0
0,PP37.txt,8,B: ありますよ！よかったら今度あなたにもおすそ分けしますよ！あなたは自転車以外で好きなものとかあるの？,0,0
0,PP37.txt,9,A: おすそ分けは嬉しいな。好きなもの、、、そうだな、今住んでる島根のことは結構好きかもしれないな。,0,1
0,PP37.txt,10,B: 島根はいいところよね。わたしも旅行で行ったことがあるんだけど思いがけずよかった思い出があります。,0,0
0,PP37.txt,11,A: そうでしょう？わたしは元々こちらの生まれではないんですが、第二の故郷みたいに感じてるんですよ。,0,0
0,PP37.txt,12,B: それは素敵なお話ですね。,0,0
