,filename,turn,utterance,low_similarity,important
0,PP65.txt,1,A: こんにちは！最近どうですか？ぼちぼちやってますか？,0,0
0,PP65.txt,2,B: ええ。変わらず鉄道マンをしてますよ。あなたは？いや、あなた風に聞くと、儲かってまっか？,0,0
0,PP65.txt,3,A: ハハハ！まあ、なんとか食べていける程度には。わたしは商社に勤めてるんですが、鉄道マンってカッコイイですね！,0,1
0,PP65.txt,4,B: 商社の方が華がありますよ！そういえばわたしこの前尊敬する坂本龍馬の足跡を尋ねようと思って土佐に行ってきたんです。行ったことありますか？,0,1
0,PP65.txt,5,A: へえ！わたしは行ったことないです。歴史に興味があるんですか？,0,0
0,PP65.txt,6,B: そうなんです。歴史書を読んでいたらハマりまして。あなたは最近ハマってるものとかないですか？,0,0
0,PP65.txt,7,A: ハマっていると言えば、ステーキを食べることぐらいですね。とはいって、めったに食べられないご馳走であることには変わりありませんが！,0,0
0,PP65.txt,8,B: ステーキは確かにご馳走ですよね。団地暮らしのわたしにはなかなか手が出せないなあ。,1,0
0,PP65.txt,9,A: 団地って、いっぱい人が住んでいるでしょう？人間関係とか、大変じゃないですか？,1,0
0,PP65.txt,10,B: まあ慣れれば快適なもんですよ。あなたは今どこにお住まいなんですか？,0,0
0,PP65.txt,11,A: わたしは今は長崎です。生まれたのは、少し離れた離島なんですが、働き口が無くてね。,0,0
0,PP65.txt,12,B: 長崎かー修学旅行で行ったことを思い出すなあ。,0,0
0,PP65.txt,13,A: ええ、観光地で有名ですよね！そこの生まれであることを誇りに思ってますよ。,0,0
