,filename,turn,utterance,low_similarity,important
0,PP42.txt,1,A: すみません。ファックスの調子が悪いので見てもらってもいいですか？,0,1
0,PP42.txt,2,B: えー！中学生のわたしが見ても良いの？かえって壊しちゃうかもよ？,0,0
0,PP42.txt,3,A: わたし本当に機械に弱くて。こういうのって若い人の方が得意なんじゃないの？,0,0
0,PP42.txt,4,B: 若い人って言ってもさあ、限度があるじゃん！まあ、見てあげてもいいよ？わたし、お母さんからも頼られてるし！,0,0
0,PP42.txt,5,A: それは頼もしい！お母さんと仲いいのね。,0,0
0,PP42.txt,6,B: 仲がいいっていうか、お母さんとわたし、二人っきりの家族だからね。,0,0
0,PP42.txt,7,A: そうなんだ。わたしは転勤族の家庭で育ったからあまり友達がいないの。,0,0
0,PP42.txt,8,B: あー、かわいそう！わたしも、最近愛媛から転校してきたからさ、同じだね！,0,0
0,PP42.txt,9,A: 本当だね。よかったらお友達にならない？わたし趣味で手芸をやってるんだけど一緒にやってみない？,1,1
0,PP42.txt,10,B: やってみたい！でも、帰りが遅くなるのはちょっと困るな。暗いところが苦手だから、帰り道が怖いよ。,1,0
0,PP42.txt,11,A: その時は送って言ってあげるから安心して。わたし普段はインドア派なんだけどそれくらいするわよ！,0,0
0,PP42.txt,12,B: わあ、親切な人で良かった。ありがとう！,0,0
