,filename,turn,utterance,low_similarity,important
0,PP14.txt,1,A: こんにちは！わたしはいい夫婦の日である11月22日が誕生日なんですよ。,0,0
0,PP14.txt,2,B: そうなんですか？もうご結婚はされているんでしょうか。,0,0
0,PP14.txt,3,A: まだ結婚してませんが、好きな人はいます。あなたはご結婚されてるんですか？,0,1
0,PP14.txt,4,B: はい、結婚していて、スーパーでパートタイムで働いています。,0,0
0,PP14.txt,5,A: そうなんですね、わたしも早く結婚したいので羨ましいです。,0,0
0,PP14.txt,6,B: わたしは勉強苦手なんで、早く結婚することを選びました。でも相手探しはゆっくりで良いと思いますよ。,0,0
0,PP14.txt,7,A: そうですかね、今キャビンアテンダントをしているんですが、それ程出会いには恵まれず、ヤキモキしています。,0,0
0,PP14.txt,8,B: とても出会いがありそうなお仕事なのに、不思議ですね。でもきっと良いタイミングで出会いがあると思いますよ。,0,1
0,PP14.txt,9,A: たくさん出会いはあるのかもしれませんが、映画鑑賞が趣味なので、自分の価値観に合った人じゃないと難しそうです。何か趣味はありますか？,0,0
0,PP14.txt,10,B: 趣味が合うのは、大事なポイントですね。映画も好きですが、わたしは貯金が趣味なんです。,0,0
0,PP14.txt,11,A: わたしは散財してしまう性質なので羨ましい限りです。晴れている日になると開放的になってレジャーに繰り出してしまいます。,0,0
0,PP14.txt,12,B: そうなんですね。わたしも昔はそうでしたが、今は将来のために貯金しています。,0,0
