,filename,turn,utterance,low_similarity,important
0,PP81.txt,1,A: はじめまして。私は新聞配達をしています。,0,0
0,PP81.txt,2,B: そうなんですね！実は私は郵便局に勤めていて…気が合いますね！,0,1
0,PP81.txt,3,A: 似た業種ですね。きっとあなたも同じだと思うのですが、早寝早起きがモットーです。,0,0
0,PP81.txt,4,B: わたしも朝早起きしますよ、そのため年上のおばあちゃんに好かれてまして…,0,0
0,PP81.txt,5,A: 確かに、お年寄りも早起きといいますもんね。同じくらいの時間に起きるんですか？,0,0
0,PP81.txt,6,B: そうなんですよ、そしてそこら辺をぶらりと散歩するもんで。あなたはいかがですか？,0,0
0,PP81.txt,7,A: おばあちゃん、喜んでもらえていますね。私も散歩は好きですよ。,0,0
0,PP81.txt,8,B: 同じですね！でも私は高所恐怖症だからあまり高いところには行けないです。,0,0
0,PP81.txt,9,A: そうなんですね。高所恐怖症は、辛いですね。配達の時にバイクなどで高いところ通ったりするんですか？,0,0
0,PP81.txt,10,B: しますします、でも蛇年の私は今年高いところがラッキーな場所らしいので挑戦しようと思います。,0,0
0,PP81.txt,11,A: なるほど。チャレンジですね！私は海辺で生まれ育ったので、最近懐かしくて。今年は海に行って、潮の香を楽しみたいです。,0,1
0,PP81.txt,12,B: それはいいことだ、お互いお仕事頑張りましょうね！,0,0
0,PP81.txt,13,A: はい、今年も良い年にしましょう,0,0
