,filename,turn,utterance,low_similarity,important
0,PP22.txt,1,A: こんばんは、寒くなってきましたが、石川県に転勤してきて、ますます寒さが身に染みています。,0,1
0,PP22.txt,2,B: そうですね、最近とても寒いですよね。でも私は太っているので肉布団で多少は良いですよ。,0,0
0,PP22.txt,3,A: そんなに違うものですか？わたしは銀行員なんですが、断ることが苦手で、悩んでいます。,0,0
0,PP22.txt,4,B: 運動全般苦手だし、料理好きなので中々痩せられないです。それが私の悩みですね。いつもはどのような誘いがあるのですか？,0,0
0,PP22.txt,5,A: そうですね、よく営業の人たちに飲み会に誘われるのがつらいところです。,0,1
0,PP22.txt,6,B: 飲み会ですか。それは大変そうですね。私はソーシャルワーカーなので、滅多に飲み会なくて逆に寂しいです。,0,0
0,PP22.txt,7,A: そうですか、羨ましいです。本当はインドア派なので、家でケームをしていたいですね。,0,0
0,PP22.txt,8,B: ゲーム、わたしも好きでよくやりますよ。インドア派なのは、一緒ですね。,0,0
0,PP22.txt,9,A: そうですか、オセロも得意なんですが、今度やりませんか？,1,0
0,PP22.txt,10,B: そうですね。ぜひご一緒したいです！カレー作りが得意なので、特製カレーをご馳走しますよ。,1,0
0,PP22.txt,11,A: 楽しみです、今度うかがわせて頂きますね。,0,0
0,PP22.txt,12,B: はい。お仕事のお休みが合ったら良いですね！,0,0
