,filename,turn,utterance,low_similarity,important
0,PP82.txt,1,A: こんにちは、最近困っていることがあるんです、聞いてくれませんか？,0,0
0,PP82.txt,2,B: そうなんですね。どうしたんですか？,0,0
0,PP82.txt,3,A: 私はセロリが大嫌いなんだ、でも蛇年の私はセロリがラッキーフードなんだ。,0,1
0,PP82.txt,4,B: なんてことでしょう！でもラッキーを手に入れるためには、その苦手な物を克服しないとですね。,0,1
0,PP82.txt,5,A: そうなんですよ…あなたは苦手なものがありますか？,0,0
0,PP82.txt,6,B: 私は虫が苦手なんです。でも、キャンプに興味があるので、がんばって虫を克服しようかと思っています。,0,0
0,PP82.txt,7,A: なるほど、高所恐怖症の私にはとても危険で無理そうなことだなぁ。,0,0
0,PP82.txt,8,B: 大丈夫ですよ。平地でも、キャンプできるところはありますので。,0,0
0,PP82.txt,9,A: そうなんですか！今度ぜひ教えてほしいです！,0,0
0,PP82.txt,10,B: はいぜひ、一緒にキャンプでも行きましょうか。私は普段電車通勤なんで、どうしても体を動かしたいんですよ。,0,0
0,PP82.txt,11,A: なるほど、郵便配達を私はしているので歩くことは確かにめったにしないです。ピッタリですね！,0,0
0,PP82.txt,12,B: 大変なお仕事ですね。今度一緒にリフレッシュしましょう！,0,0
