,filename,turn,utterance,low_similarity,important
0,PP23.txt,1,A: お久しぶりです。お元気でしたか？,0,0
0,PP23.txt,2,B: お久しぶりです！最近ホームヘルパーに転職したので、ちょっと疲れ気味です。あなたは？,0,1
0,PP23.txt,3,A: そうなんですね。私はソーシャルワーカーをしているので、似た職種ですね。,0,0
0,PP23.txt,4,B: そうですか、奇遇ですね。趣味は将棋なんですが、趣味まで一緒ではないですよね、,0,0
0,PP23.txt,5,A: 残念ながら、私の趣味は料理をすることなんです。,0,0
0,PP23.txt,6,B: へえ、料理が上手なんて尊敬しますよ。時間ある時は何をしているんですか？,0,0
0,PP23.txt,7,A: 私は将棋できないので、やってみたいです。料理以外は、最近太ってるので苦手な運動を始めました。,0,0
0,PP23.txt,8,B: 運動は体にいいのでやるべきですね。わたしは筋トレが日課なので、胸板が厚いんですよ。,0,1
0,PP23.txt,9,A: 筋トレですか！運動全般が基本的にダメなので、今度教えてもらいたいです。,0,0
0,PP23.txt,10,B: ぜひ、わたしでよければ！山梨の方言が好きなんですが、富士山の側の湖湖畔などで、サイクリングや運動をすがすがしくやりたいですね。,0,0
0,PP23.txt,11,A: なるほど。それもいいですね！屋内での仕事が多いので、外に出てリフレッシュしたいです。,1,0
0,PP23.txt,12,B: ですね、リフレッシュして明日からもお仕事頑張りましょう。,1,0
0,PP23.txt,13,A: はい、がんばりましょう！,0,0
