,filename,turn,utterance,low_similarity,important
0,PP19.txt,1,A: こんにちは。私は、看護師を目指して学校に通っています。あなたは何のお仕事をされていますか？,0,0
0,PP19.txt,2,B: わたしは救急救命士です。けっこう力のいる仕事で、だからほらこの腕、それなりに筋肉質な感じでしょう？,0,1
0,PP19.txt,3,A: 救急救命士さんなんですね！同じ医療関係のお仕事ですね。,0,0
0,PP19.txt,4,B: そうですね。お互い医療関係は最近は特に忙しいですよね。ご趣味は？,0,0
0,PP19.txt,5,A: 忙しいですね。私の趣味は、ヨガなんです。あなたは？,0,0
0,PP19.txt,6,B: ヨガ、いいですね。わたしはこれといったものはないですが、筋トレはかかしていないかも。,0,0
0,PP19.txt,7,A: 筋トレ、お仕事的にもとても重要ですよね！私は、看護師目指してるのに、注射が苦手だったりします。何か苦手なことはありますか？,0,1
0,PP19.txt,8,B: 苦手なものならあります。甘いものが苦手です。だからなのか、あまり女性にはもてなくて、今彼女募集中です。,0,0
0,PP19.txt,9,A: そうなんですね、私も看護師の勉強忙しくて、彼氏いないです。,0,0
0,PP19.txt,10,B: いい看護士さんになるべく頑張っているんですね。そういえば、ご出身はどちらですか？あまりなまりもないから都会かな？,0,0
0,PP19.txt,11,A: 私は千葉県の出身で、そのまま千葉の学校に通っています。,0,0
0,PP19.txt,12,B: わたしは横浜出身です。でも、見た目がさわやかでないから、誰にもそう思われていないです。,0,0
0,PP19.txt,13,A: 横浜、いいですね。時々遊びに行きますよ。,0,0
0,PP19.txt,14,B: ほんとですか？お勧めのところとかあるので、今度いらした時にご紹介しますよ。,0,0
0,PP19.txt,15,A: 機会があったら、宜しくお願いいたします。,0,0
0,PP19.txt,16,B: はい、ぜひ。,0,0
