,filename,turn,utterance,low_similarity,important
0,PP30.txt,1,A: こんにちは。最近寒いね。わたしは故郷が静岡だから、どうも寒いのが苦手。,0,0
0,PP30.txt,2,B: こんにちは。寒すぎですね。わたしは徳島なので、まだいいほうだとは思うけど。,0,0
0,PP30.txt,3,A: 徳島なんだ。暖かいイメージだけど、寒さに強いのかな？こうも寒いと、よく緑茶を飲むよ。もちろん温かいやつ。,0,0
0,PP30.txt,4,B: 緑茶は体があったまっていいね！わたしは趣味がアウトドアだから、テント生活とかで鍛えられてるのかも。,0,0
0,PP30.txt,5,A: アウトドアが趣味なんだ。いいね！わたしは水泳が得意で、季節関係なく、時々プールに泳ぎに行くよ。あなたはアウトドア以外に好きなことってある？,0,0
0,PP30.txt,6,B: ドライブも好きだよ！人混みは嫌いだから、自然がいっぱいあるところによく行くんだ。,0,0
0,PP30.txt,7,A: うんうん、それってすごく体にも心にもいいと思う。実はわたし心理カウンセラーをやっているんだけど、あなたのやっていること理にかなってるよ。,0,1
0,PP30.txt,8,B: そうなんだ、それは良かった！カウンセラーって、すごいね。,0,0
0,PP30.txt,9,A: そうかな。でも人の気持ちを考えるのっておもしろい。あなたは何をされているの？,0,0
0,PP30.txt,10,B: わたしは、キャリアコンサルタントをしているよ。その人に合った仕事を紹介してるんだ。その意味では、少し似通ったところあるね。,0,1
0,PP30.txt,11,A: そうなんだ。確かに似てるね。もし心理カウンセラーをやめたら、わたしもキャリアコンサルタントとしてやっていけるかな？,0,0
0,PP30.txt,12,B: そうだね、心理学の知識もあれば、より活躍できると思うよ！,0,0
0,PP30.txt,13,A: そっか。じゃあ、もし今のところをクビになったら、紹介してもらおうかな。,0,0
0,PP30.txt,14,B: そうだね。でも今のお仕事もがんばってね。,0,0
