,filename,turn,utterance,low_similarity,important
0,PP29.txt,1,A: はじめまして。私は三重県の県庁所在地に住んでいる獣医です。,0,0
0,PP29.txt,2,B: こんにちは。わたしは心理カウンセラーです,0,0
0,PP29.txt,3,A: そうなんですね。動物も心を病んでいる時があるから、いつかアドバイスいただいても良いですか？,0,1
0,PP29.txt,4,B: はい、もちろんどうぞ。,0,0
0,PP29.txt,5,A: ありがとうございます。ちなみに私は閉所恐怖症なのですが、今度相談してもよいですか？,0,1
0,PP29.txt,6,B: はい、そちらもお待ちしていますね。さて、一つ気になっていることがあるんですが。,1,0
0,PP29.txt,7,A: え、なんでしょうか？,1,0
0,PP29.txt,8,B: わたしの故郷は静岡なんですが、だからというわけなのか、よく好きで飲むのは緑茶なんです。あなたは三重県に住んでいらっしゃいますが、やはり伊勢エビとかをよく食べるとか？,0,0
0,PP29.txt,9,A: 静岡はお茶、有名ですよね。三重は、伊勢えびとか松坂牛とか有名ですが、高級で中々食べれないんですよ。,0,0
0,PP29.txt,10,B: そうなんですね。いつも出身地の名産を必ず食べたり飲んだりするイメージを持たれていて気になりまして。地元だからといって、高級なものは無理ですよね。,0,0
0,PP29.txt,11,A: ですね、でも地元の津ぎょうざとかは普通に食べたりしますよ。名物の種類によりますよね。,1,0
0,PP29.txt,12,B: なるほどそうなんですね。津餃子気になります。今度作り方を教えてください。,1,0
0,PP29.txt,13,A: はい、いつかお教えしますね。,0,0
0,PP29.txt,14,B: 楽しみにしていますね。,0,0
