,filename,turn,utterance,low_similarity,important
0,PP92.txt,1,A: 久しぶりですね！最近どうされていたんですか？,0,0
0,PP92.txt,2,B: ほんとうにお久しぶりです！今は警備員として、仕事を頑張っていますよ。,0,1
0,PP92.txt,3,A: 警備員のお仕事をされているんですね。わたしは海上保安官なので、お互い安全を守る仕事ですね！,0,1
0,PP92.txt,4,B: 本当ですね！一家の大黒柱としても、やりがいのある仕事だと思っています。,0,0
0,PP92.txt,5,A: そうですね。お仕事以外に何か趣味などはありますか？,0,0
0,PP92.txt,6,B: 実はカメを飼っていまして、なかなかかわいいですよ。あなたはなにか趣味などハマっていることありますか？,0,0
0,PP92.txt,7,A: そうですね。最近はサーフィンをよくしていますね。実は結構うまいんですよ！,0,0
0,PP92.txt,8,B: サーフィンができるなんてかっこいいですね！サーフィンを始めてから長いんですか？,0,0
0,PP92.txt,9,A: そうですね、元々海が好きで小さな頃からやっています。あなたは何かスポーツはやられますか？,0,0
0,PP92.txt,10,B: そうだったんですね！わたしは学生時代に剣道部に入っていたのですが、最近はスポーツに縁遠い生活でして。,0,0
0,PP92.txt,11,A: 剣道ですか！かっこいい！警備員の仕事にも役立ちそうですね。,0,0
0,PP92.txt,12,B: 実はそうなんです！でも趣味のスポーツもいいなぁ。今度また、サーフィンのお話聞かせてください！,0,0
