,filename,turn,utterance,low_similarity,important
0,PP57.txt,1,A: ねえねえ！最近さー、また一段と体重が増えちゃったんだよね。,0,1
0,PP57.txt,2,B: そうなんだ？わたし自分のことにも他の人のことにも鈍感だからわからなかったよ。,0,0
0,PP57.txt,3,A: うーん。実は最近、朝昼晩、うどんを食べてるから、そのせいだと思うんだ。,0,1
0,PP57.txt,4,B: そんなに好きなの！？まあわたしも三食ラーメンでもいいくらいラーメン好きだから気持ちわからなくもないけどさ。,0,0
0,PP57.txt,5,A: あなたはラーメン派なんだね。わたしのうどん好きは、生まれつきだよ。なにせ、うどんの国、四国で生まれ育ったんだもん！,0,0
0,PP57.txt,6,B: やっぱり生まれたところと好物って関連するよね。わたしも生まれも今住んでるとこも九州だから！ラーメンは豚骨にかぎる！,0,0
0,PP57.txt,7,A: ああ、そういうことかあ。豚骨ラーメンって、髪の毛にも良さそうだよね。ツヤツヤになりそうだと思わない？,0,0
0,PP57.txt,8,B: それはどうかな。髪の毛痛んでるの？,0,0
0,PP57.txt,9,A: うん。ストレートで、ずっと伸ばしてるんだけど、枝毛が気になっちゃって。,0,0
0,PP57.txt,10,B: わたしもパーマかけてるから枝毛気になるのすごくわかる！,0,0
0,PP57.txt,11,A: そうなんだ！じゃあさ、豚骨ラーメンを1日3食食べて、髪の毛に効果があるか試してみてよ！,0,0
0,PP57.txt,12,B: 多分ないと思うけど試してみる！,0,0
0,PP57.txt,13,A: 結果を教えてね！,0,0
