,filename,turn,utterance,low_similarity,important
0,PP28.txt,1,A: こんにちは。初めまして。わたしはマッサージ師をしています。あなたは？,0,0
0,PP28.txt,2,B: こんにちは。私は、獣医をしています。,0,1
0,PP28.txt,3,A: 獣医さんなんですね。やっぱり動物はお好きなんですか？,0,0
0,PP28.txt,4,B: そうなんですよ。小動物も好きですが、実は馬が好きで。乗馬もしています。,0,0
0,PP28.txt,5,A: 馬は優しい目をしていていいですよね。わたしは運動が好きで、その中でテニスが好きです。スポーツ観戦は趣味の1つです。ほとんど運動のことしか頭にない感じです。,0,0
0,PP28.txt,6,B: とてもスポーツが好きなんですね！私は乗馬くらいなんですが、足が長いので合っていると言われます。他に、自分に合うスポーツがあればよいのですが。,0,0
0,PP28.txt,7,A: 足が長いということは、背も高いのでしょうか？であれば、バレーボールは向いていますよ。実は学生時代はバレーボール部の主将を務めてもいたんですよ。,0,1
0,PP28.txt,8,B: はい、背も高いです。バレーボール、今度教えてもらおうかな。,0,0
0,PP28.txt,9,A: いいですよ、たまにやるのは。大人になってもつい本気を出してしまいます。,0,0
0,PP28.txt,10,B: 本気になってスポーツできるのは、いいことです。乗馬は乗っているだけですからね。,0,0
0,PP28.txt,11,A: そんなことないですよ。乗馬は下半身の筋肉バランスがしっかりしていないと難しいと聞いたことがあります。れっきとしたスポーツじゃないですか。,0,0
0,PP28.txt,12,B: 確かに。ただ疲れもたまっているので、今度マッサージもしていただきたいです。,0,0
0,PP28.txt,13,A: はい、ぜひ施術させてくださいね。お待ちしています。,0,0
0,PP28.txt,14,B: 宜しくお願いいたします！,0,0
