,filename,turn,utterance,low_similarity,important
0,PP54.txt,1,A: お久しぶりですね。わたしは春に大学院を卒業したんです！,0,1
0,PP54.txt,2,B: お久しぶり！大学院まで出たなんて、尊敬しちゃいます。わたしは高校を出てすぐ就職したから。,0,1
0,PP54.txt,3,A: 自分で言うのもなんですが、わたしは努力家だと思います。でも早くから働いてるあなたも十分すごいですよ。,0,0
0,PP54.txt,4,B: 褒めてくれてありがとう。努力家ってことは、もしかして見た目も真面目系？,0,0
0,PP54.txt,5,A: そうかも。よくも悪くも頭良さそうって言われるかな。姿勢も悪いし。でもこれって褒めてないですよね？,0,0
0,PP54.txt,6,B: えー、褒めてる、褒めてる！わたしなんて、ヤンキーみたいな茶髪だからなー！,0,0
0,PP54.txt,7,A: わたしも一度それくらい明るい色に染めてみようかな。あなたが住んでる地域は派手な人が多いんですか？,0,0
0,PP54.txt,8,B: うん、多いかも。ヒョウ柄着てるおばちゃんとかいるもん。しかも、わたしなんて、コッテコテの関西弁だしね。,0,0
0,PP54.txt,9,A: てことは関西の方なんですね。わたしは昔から関東に住んでるんですがヒョウ柄を着てる人はみたことないな。,0,0
0,PP54.txt,10,B: ピンポン！大正解！関東ってさ、みんなお上品なイメージだけど、あなたみたいに真面目な人が多いの？,0,0
0,PP54.txt,11,A: どうかな。関東は広いですしね。わたしは真面目よりあなたのように明るい印象を持たれたいです。,0,0
0,PP54.txt,12,B: うれしい！やっぱ、関東の人って、関西に比べて上品だし、優しい気がするよ。,0,0
