,filename,turn,utterance,low_similarity,important
0,PP52.txt,1,A: お久しぶり。仕事は順調？,0,0
0,PP52.txt,2,B: それがさー、いま休職してるんだよねー。お金なくて困っちゃう！,0,1
0,PP52.txt,3,A: 貯金してなかったの？わたしも早期退職して今無職だけど貯金はしてたからとりあえずは大丈夫かな。,0,0
0,PP52.txt,4,B: 羨ましいな！わたしは貯金全然なくてさー、休職してから、大好きなお寿司も食べられなくて、泣きたい気分だよ。,1,1
0,PP52.txt,5,A: それはかわいそう。今度髪の毛が短いわたしに似合う服選んでくれたらご馳走してあげてもいいわよ！,1,0
0,PP52.txt,6,B: まじで？選ぶよー！わたしは黒髪だから、ゴスロリが似合うってよく言われるけど、あなたは何系な感じ？,0,0
0,PP52.txt,7,A: 少なくともゴスロリではないかな。でもスカートは好きだからショートに似合うスカートかワンピースで！,0,0
0,PP52.txt,8,B: わあ、ワンピースは可愛いよね！ショートヘアってさ、髪の毛の量が多いわたしでも、似合うと思う？,0,0
0,PP52.txt,9,A: わたし社交的だけどお世辞は言わないよ嘘はつかないよ！,0,0
0,PP52.txt,10,B: じゃあ、信じちゃう！いつ行こうか？,0,0
0,PP52.txt,11,A: いつでもいいよ！無職だしね。,0,0
0,PP52.txt,12,B: そうそう、お互いね！,0,0
