,filename,turn,utterance,low_similarity,important
0,PP70.txt,1,A: ねえ、今日お客さんに歯並びがいいねって褒められちゃった。,0,1
0,PP70.txt,2,B: すごーい！歯並びが良いと、笑顔が映えるよね！前に飼ってたハムちゃんみたいで、とってもキュートだよ。わたしの場合は、そうだなあ、えくぼがトレードマークかも。,0,0
0,PP70.txt,3,A: あなたのえくぼ可愛いよね。わたしは歯並びが良くても口が大きからちょっと恥ずかしいな。,0,0
0,PP70.txt,4,B: いいじゃん！口が大きいのて美人の証拠って聞いたことあるよ。友達にもそう言われたことない？,0,1
0,PP70.txt,5,A: えーないよ！でもちょっと自信持てそう。ありがとう！あなたは最近仕事どう？,0,0
0,PP70.txt,6,B: いまね、ブライダル関係の仕事に就いてるんだー！,0,0
0,PP70.txt,7,A: 素敵な仕事ね！もし結婚されるカップルの方が新婚旅行先を迷ってるようだったらぜひわたしを紹介して！わたしこう見えて旅行代理店勤務だから！,1,0
0,PP70.txt,8,B: そうだったんだ！わたしたちが組んだら、最高のチームになれそうね！,1,0
0,PP70.txt,9,A: 本当ね！わたしも人を喜ばせるのが好きだしね！,0,0
0,PP70.txt,10,B: へえ、わたしは人と話すのが好きで、今の仕事を選んだの。なんか、わたしたちって似てるわね？,1,0
0,PP70.txt,11,A: そうね！今度ゆっくりお話ししましょうよ！,1,0
0,PP70.txt,12,B: ええ、喜んで！,0,0
