,filename,turn,utterance,low_similarity,important
0,PP13.txt,1,A: こんにちは。お元気ですか？,0,0
0,PP13.txt,2,B: こんにちは！元気ですよ。あなたは最近いかかですか？,0,0
0,PP13.txt,3,A: 良かったです。私は、コンビニの店員になりました。,0,0
0,PP13.txt,4,B: コンビニで働かれてるんですね。わたしはやっと念願のキャビンアテンダントになりましたよ。毎日お忙しそうですね。,0,1
0,PP13.txt,5,A: おめでとうございます！わたしは、山形生まれだからか暑さが苦手なので、コンビニはとても良い仕事場なんです。,0,0
0,PP13.txt,6,B: コンビニだと涼しそうですものね！わたしは晴れている日が好きなくらい、クーラーの効いた部屋より、野外で過ごすことが本当は好きなんです。,0,0
0,PP13.txt,7,A: はい、とても涼しくて快適です。あなたは暑さに強いんですね！,0,0
0,PP13.txt,8,B: そうですね、趣味は映画鑑賞ですが、それ以外はアウトドアで過ごすことが多いです。,0,0
0,PP13.txt,9,A: 映画、私も好きです。あと、漫画を読むことも好きなんですよ。,0,0
0,PP13.txt,10,B: 漫画も面白いですよね、勉強になりますし。ところでご結婚されているんですか？わたしは好きな人がいて、誕生日の11月22日、いい夫婦の日に入籍予定です。,1,1
0,PP13.txt,11,A: ご結婚、おめでとうございます！いい日に入籍できて、羨ましいです。わたしはまだ、彼氏もいないです。,1,0
0,PP13.txt,12,B: ありがとうございます、いい方が見るかるといいですね。,1,0
0,PP13.txt,13,A: はい、ありがとうございます。がんばります！,0,0
