,filename,turn,utterance,low_similarity,important
0,PP94.txt,1,A: こんにちは。最近調子はいかがですか？,0,0
0,PP94.txt,2,B: はい、元気なんですが、安月給が悩みです。,0,1
0,PP94.txt,3,A: お金の悩みはつきませんよね。私も最近仏門に入ったばかりなので自由になるお金はなかなか。,1,0
0,PP94.txt,4,B: お坊さんてことですか！初めてお会いしました！お仕事はお忙しいんですか？,1,0
0,PP94.txt,5,A: そうですね。まだまだ見習いですから下働きが多いですよ。あなたはお仕事は？,0,0
0,PP94.txt,6,B: ハヤシライスが好物で、専門店でアルバイトをしているんです！ハヤシライスはお好きですか？,0,0
0,PP94.txt,7,A: 好きですよー！両親と同居しているので、なかなか食卓には出てきませんが。,0,0
0,PP94.txt,8,B: それでしたら、いつかうちの店にも食べにいらしてください！今一緒に暮らしているパートナーも店で働いているので、あなたに紹介したいです！,0,1
0,PP94.txt,9,A: あら嬉しい！ぜひ、伺いたいです！わたし野球部だったせいか、結構食べるんですが、大盛りメニューなんかもありますか？,1,0
0,PP94.txt,10,B: もちろんありますよ！ぜひ自慢のハヤシライスを堪能して行ってください！わたしはグリーンピースが苦手なんですけど、あなたには彩り用にサービスしててんこもりにしますので！,1,0
0,PP94.txt,11,A: あはは！ありがとうございます。楽しみにしてますよ！,0,0
0,PP94.txt,12,B: こちらこそ！またお店でお話できるのを楽しみにしています！,0,0
