,filename,turn,utterance,low_similarity,important
0,PP1.txt,1,A: こんにちは。お元気ですか？,0,0
0,PP1.txt,2,B: はい、元気です。広告代理店での仕事が忙しいですが。,0,0
0,PP1.txt,3,A: お疲れさまです。私は介護福祉士をしています。,0,0
0,PP1.txt,4,B: 介護福祉士として働いていらっしゃるんですね。大変なお仕事ですよね。,0,1
0,PP1.txt,5,A: いえ。広告代理店も大変ですよね。ちなみに私は北海道の一軒家に住んでいます。,0,0
0,PP1.txt,6,B: 北海道ですか。ご飯の美味しいところで羨ましいです。私は青森県出身で山の多いところが好きなので、山の近くに住んでいます,0,0
0,PP1.txt,7,A: 北海道は、美味しいもの多いですよ。青森なら、お近くでしたね。でも、私はいつか東京に住んでみたいんです。,0,0
0,PP1.txt,8,B: 東京ですか。東京には華やかな場所が多いですよね,0,0
0,PP1.txt,9,A: 田舎生まれの私にとって、とても魅力的な場所です。,0,1
0,PP1.txt,10,B: 私にとっても東京は魅力的な場所ですね。お休みの日は何をされていますか？私は写真が趣味です。,0,0
0,PP1.txt,11,A: 私は彼氏いない歴も長くて、休みの日はひとりでのんびりしています。写真、いいですね。,0,0
0,PP1.txt,12,B: 1人でのんびりと過ごす時間も大切で、贅沢なものですよ。私もよく家でのんびり過ごしています。,0,0
0,PP1.txt,13,A: 一人の時間も大切ですよね。仕事も忙しいので、ゆっくりしたいですよね。,0,0
0,PP1.txt,14,B: そうですね。仕事の息抜きに1人の時間も大切です。,0,0
