Timestamp,年齢,性別,対話1におけるあなた（Cさん）の発言を入力してください．,対話1においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話1において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話2におけるあなた（Cさん）の発言を入力してください．,対話2においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話2において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話3におけるあなた（Cさん）の発言を入力してください．,対話3においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話3において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話4におけるあなた（Cさん）の発言を入力してください．,対話4においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話4において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話5におけるあなた（Cさん）の発言を入力してください．,対話5においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話5において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話6におけるあなた（Cさん）の発言を入力してください．,対話6においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話6において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話7におけるあなた（Cさん）の発言を入力してください．,対話7においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話7において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話8におけるあなた（Cさん）の発言を入力してください．,対話8においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話8において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話9におけるあなた（Cさん）の発言を入力してください．,対話9においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話9において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話10におけるあなた（Cさん）の発言を入力してください．,対話10においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話10において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,
9/4/2023 21:58:50,32,男,いや本当に！,3,5,家でゲームしてるよ,5,5,私にもその思い出わけて,5,6,あるあるだよね,6,0,気にすることないよ,6,7,良い彼氏だよね,4,2,彼女さんと一緒にいいね！,4,7,農家は天候に左右されるから大変だね,7,8,私も愚痴くらいなら聞くからね,5,4,自分のしたいようにしたらいいよ,6,7,
9/4/2023 21:59:36,38,女,自分もそう思います。,3,4,私も本が好きだから本屋の匂いが好きなのはわかります。,4,7,私もアニメオタクだからBさんが眩しいです。,6,6,私もめちゃくちゃある！,7,1,中退してるとか人間性には関係ないと思うよ。,5,8,ツッコミにもよるよね！,7,2,自意識過剰ですよね。,1,6,聖地巡礼にはとても興味があります！,7,3,趣味はほとんどないなぁ。,2,3,恋愛感は十人十色ですからね。,1,5,
9/4/2023 22:00:03,35,女,いいね,2,4,辛い,3,4,しんどい,2,4,楽しい,4,3,いいね,4,4,助かる,3,5,いいと思う,4,3,楽しい,5,5,助かる,4,2,まかすよ,5,4,
9/4/2023 22:05:21,45歳,女,私は違うタイプが好きかな。,2,0,私は近くを散歩するのが好きだな。,2,0,私も憧れるな。,4,4,私もそうかも。,5,0,私もそんなことないと思う。,5,6,お似合いだと思うよ。,4,2,私は興味ないかも。,0,0,私は家の片付けをしますね。,7,10,私も言えないかな。,2,6,私も行きたい。,4,0,
9/4/2023 22:08:19,39,男,私の理想はみんなと違ってサバイバル精神あふれる人かな,7,7,私もインドアだから本を読む時間が増えたわ,4,8,屋台はなかったけど友達と時々カフェでお茶してたわ,4,4,私も頑固だからよく上司とバトルになってしまうわ,4,2,ボキャブラリーも多くて話しやすいよ,5,5,まあ突っ込んでくれるだけマシよね,4,5,意外と発散できてカロリー消費できてお得だよ,3,6,事務仕事なので雨の日も関係なく仕事ですね,4,8,時間があるときにエクササイズに通ってますよ,4,7,私も一緒させてもらっていいですか？,4,6,
9/4/2023 22:11:50,45,女,そうだね、なかなかあんな人いないよね。,6,8,私は映画館に行くのが好きだなあ,4,8,2人とも素敵な青春の思い出だよ,4,7,髪型って気を使うよね。,2,0,Aさんはとても話しやすいと私も思うよ。,3,2,彼氏さん、ちょっと失礼だね。,2,5,健康のために私も運動しようかな？,2,3,私もアニメは好きです。,7,8,煙草の臭いは私も苦手だなー。,1,3,飲み会は私も苦手なんだ。,2,0,
9/4/2023 22:27:30,40,女,見た目も中身もどっちもタイプっていう人はなかなかいないよねえ。,7,9,私も本屋も好きだし、図書館がもっと好きなんだ。,6,9,二人の高校時代の思い出話聞くの楽しいなあ。,5,3,会社や学校でうまくやるのってけっこう大変だよね。,2,1,Aさんはとっても面白いし、学歴のことは自分で思うほど人は気にしないから、Aさんも気にしなくて良いんじゃないかや。,8,1,私はそんな酷いこと言ってくる人はオススメできないな。,1,1,体を動かすと、頭にも良いですよね。,1,8,私は雨でも出勤ですが、お休みの日に雨が降っていたら、音楽を聞いたり家で映画を観たりするのが好きです。,7,9,お酒を飲むくらいかなあ。,0,0,私もご飯会なら行きたいです。,1,0,難しかったです。研究がんばってくださいね。
9/4/2023 23:08:06,36,男,私からしたらあの人は個性的すぎて付き合いにくそうに思うな。,4,8,私も読書好きですし本の匂いも好き。でも最近は電子書籍ばかりでご無沙汰です。,8,8,買ったお芋を友人たちと分けあって食べるなんて確かに明るい思い出。私にも眩しい。,4,3,会社で人間関係気にしてストレス溜まってら、発散しないとですよね。,5,4,学歴と話して楽しいかつまらないかは関係ないと思います。そんなことで判断する人こそつまらないですよ。,1,1,いくら彼氏だからって言っていいことと悪いことがあると思います。,0,0,"体を動かせるテレビゲームなら確かに楽しいしいい運動になりそう。やってみる
価値はありますね。",3,0,私も雨の日はアニメを見たり映画を見たり、インドア生活しています。楽しいですよね。,8,7,私も匂いには敏感な方だから、香水とかタバコとかで臭い人、イラッとします。,2,1,アルコールを飲まない食事会いいですね。私も参加したいです。,5,0,
9/4/2023 23:09:33,48,男,まあ、わかるけどね。,7,1,私は音楽を聴くのが好きです。,7,5,アニメについて私は詳しくありません。,2,1,不可能です,0,0,学歴コンプレックスからは逃れられないのかもしれません。,4,0,やっぱり酷い男性だと思います。,9,9,株取引をやってる人は頭が良い人だと思います。,8,7,天気はどうすることもできませんから。,7,7,争い事からは距離を取りたいですね。,7,7,気の合う人同士で飲んだ方がいいですよ。,9,1,
9/5/2023 1:01:05,21,女,自分の理想のタイプの人は見付けるの難しいですよね,3,4,私もほんの匂いが懐かしくて好きですよ,7,6,懐かしい思い出素敵で羨ましいです,1,1,たまには一緒にストレス発散しに出掛けましょう,8,5,他人の言う事なんて気にする必要ないと思いますよ,4,5,Bさんが嫌な気持ちになったのなら素直に伝えた方が今後のために良いと思います,5,4,身体動かすスポーツは心も軽くなるのでおすすめですよ,7,6,聖地巡礼良いですね。どこかおすすめの場所はありますか？,6,5,趣味なら沢山ありますよ,3,4,私にも是非同じことを！,1,2,
