Timestamp,年齢,性別,対話1におけるあなた（Cさん）の発言を入力してください．,対話1においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話1において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話2におけるあなた（Cさん）の発言を入力してください．,対話2においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話2において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話3におけるあなた（Cさん）の発言を入力してください．,対話3においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話3において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話4におけるあなた（Cさん）の発言を入力してください．,対話4においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話4において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話5におけるあなた（Cさん）の発言を入力してください．,対話5においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話5において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話6におけるあなた（Cさん）の発言を入力してください．,対話6においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話6において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話7におけるあなた（Cさん）の発言を入力してください．,対話7においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話7において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話8におけるあなた（Cさん）の発言を入力してください．,対話8においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話8において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話9におけるあなた（Cさん）の発言を入力してください．,対話9においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話9において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話10におけるあなた（Cさん）の発言を入力してください．,対話10においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話10において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,
9/4/2023 21:56:54,40,男,私も一緒に頑張りたいです。,6,8,私は特に何も感じないです。,2,4,何かあれば聞くので、頑張って下さいね。,3,5,それくらいはした方がいいですよね。,5,3,ダンスですか？私は苦手です。,1,1,テンション下がりますよね。,1,2,前向きでいる事が一番ですよ。,4,3,私も全然気にならないです。,3,6,そんなには普段から食べないと思いますよ。,1,3,私もお祈りをしときます。,5,8,
9/4/2023 21:57:36,34,男,私も良いと思いますね,2,2,それはないと思うなー,1,1,おめでとうございます,1,0,ほんとだよねー,1,0,とても良いと思います,1,5,面白いねー,1,0,それがいいと思います,1,0,たしかにそうですね,0,0,なんとも言えないね,1,1,そう思います,0,6,難しすぎた
9/4/2023 22:02:31,33,女,ストレス発散出来ていいですね。,3,5,たまにはイメチェンするのもいいよね。,4,4,おめでとうございます。,4,4,私もおくります。,3,4,私はダンスが苦手なので教えてくれると嬉しいです。,4,2,香川住みかな？,2,2,珍しい誕生日なんですね。,3,8,プラモデル１人でも作れるからいいよね。,2,3,私は閉所じゃないですけど高所恐怖症です。,3,3,元気な子がうまれるといいですね。,3,2,
9/4/2023 22:02:36,43,女,私は運動は苦手なんですよ,2,3,気分を変えたかったんだろうと思いました,2,7,覚えやすくていいですよね。Bさん、おめでとうございます。,3,2,私もインドア派です,0,0,私はリズム感がないので踊れないと思います。,1,2,メッシュは意外といいと思います,0,0,たしかにものは考えようですね,2,9,O型は大らかな性格ってよく聞きますよね,1,0,やっぱり地元の味って馴染みがあるから恋しくなりますね,2,4,安産だといいですね。,0,2,
9/4/2023 22:02:57,37,男,一緒に頑張っていくのが良いと思います。,3,4,なかなか今時聞く人なんていないと思いますよ。,3,4,二人とも幸せになれたらいいですね。,6,8,１人で帰るのは寂しいですよね。,6,6,上手に踊れるといいですね。,5,3,なかなか面白いことを言いますね。,3,1,どんなことでも前向きに考えていきましょう。,4,2,なんでも楽しめばいいと思いますよ。,1,0,故郷によって色んな食べ物がありますね。,2,1,無事に子供が産まれてくるといいですね。,5,3,
9/4/2023 22:14:06,39,男,私も体を動かすのが好きなので運動やサイクリングやってみたいです,2,1,自分もベタすぎると思います,1,5,良い家庭を築いてくださいね,7,2,私も一緒に遊びに行きたいです,6,1,私にもダンスを教えてください,7,1,髪をメッシュにするの似合うと思いますよ,0,0,どんな服でも好きなら自分に合っていると思いますよ,4,0,わたしも1人で楽しめるからそっとしとおいて,1,0,地元の名産品はおいしいですよね,5,7,無事に元気な赤ちゃんが生まれるといいですね,9,9,
9/4/2023 22:18:40,45,女,私も一緒に体をうごかしたいと思います。,8,2,確かに！失恋以外でも髪は切るよね。,9,10,私もお相手が見つかるようにがんばります。,9,10,送ってあげるとは優しい方ですね。,7,8,私にも教えて欲しいです。,8,6,ということは香川県出身ですか？,7,5,そんな考え方に私もなりたいです。,6,6,私もその話聞かせてよ！,5,6,やはりご当地のものはなじみがありそうですね。,6,7,好きなことをすると気分が晴れますよね。,5,6,
9/4/2023 22:21:54,34,男,私も良いと思います,6,4,素敵だと思います,3,3,おめでとうございます,3,4,私もぜひ,5,10,私はそうでも無いです,3,2,わたしもうどんすきです,4,4,着たいものを着よう,5,3,そんなことないと思うよ,6,7,伊勢海老好きです私も,6,5,元気な赤ちゃんが産まれると良いですね,3,4,
9/4/2023 23:12:40,42,女,私も外で運動を楽しみたいです,3,2,ほんとだね。いまだにそんなこと思ってる人いるんだね。,6,6,結婚すごくおめでたいてますね！おめでとうございます！,4,7,2人とも地元はここじゃないんですね,1,1,私もダンスは苦手です,4,3,面白いですね,1,1,誕生日は何日でも嬉しいものですよ,2,6,私もO型です,0,0,伊勢エビ食べたいなぁ,0,0,元気な赤ちゃんを産んでくださいね,4,4,全体的に想像のつきにくい会話が多かった
9/4/2023 23:29:05,57,女,サイクリングや運動は健康に良さそうなので私もやりたいです。,9,1,ベタ過ぎないと思うよ。普通に聞く人はいるとおもうよ。,1,2,早くいい人ができるといいですね。,5,9,帰りが遅くなる時、一緒に帰る友だちがいないときは送るから声をかけてね。,6,7,ダンスは未経験なのでやってみたいですね。,7,3,髪の毛にメッシュ入れてたら怖い人に見えて苦手かも。,2,0,誕生日ってもう嬉しくなくなりました。また歳をとるって思ってしまいます。,2,0,BさんてB型じゃないかな。,1,0,閉所恐怖症ってどんな感じになるんですか?,1,0,釣りをしたり、語学を学んだり、気分展開できる趣味があってうらやましいです,3,3,
