Timestamp,年齢,性別,対話1におけるあなた（Cさん）の発言を入力してください．,対話1においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話1において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話2におけるあなた（Cさん）の発言を入力してください．,対話2においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話2において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話3におけるあなた（Cさん）の発言を入力してください．,対話3においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話3において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話4におけるあなた（Cさん）の発言を入力してください．,対話4においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話4において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話5におけるあなた（Cさん）の発言を入力してください．,対話5においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話5において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話6におけるあなた（Cさん）の発言を入力してください．,対話6においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話6において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話7におけるあなた（Cさん）の発言を入力してください．,対話7においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話7において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話8におけるあなた（Cさん）の発言を入力してください．,対話8においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話8において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話9におけるあなた（Cさん）の発言を入力してください．,対話9においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話9において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,対話10におけるあなた（Cさん）の発言を入力してください．,対話10においてCさんはどの程度発言しやすいと思いますか．あなたの考えに最も近い数字を選んでください．,対話10において聞き逃した発言はあなたの予想とどの程度合っていましたか．あなたの考えに最も近い数字を選んでください．,
9/4/2023 22:00:48,35歳,男,私もです。ついつい熱中してしまいます。,2,9,最近はそういう夫婦も多いですね。2人で楽しいなら良いと思います。,8,3,仕事？全く分かりません。,0,0,私の出身は愛知県です。,0,1,私も一緒に連れて行ってください。,8,7,私はゴスロリより清楚な感じが好きかな。,9,10,私のハネムーン旅行もお願いするわ！,8,0,私もハヤシライスが好きです！食べに行きたいです！,9,9,私の仕事も紹介してください！,6,3,職業病ですね。,5,7,いきなりCさんに発言させるのは難しかった。
9/4/2023 22:00:57,42,女,私も同じような感じですね。,3,2,私もそういう主義です。,3,3,私もそういう風に思います。,0,1,私も似たようなもんです。,2,0,私もそうだと思います。,2,0,私も同じような感じです。,2,0,私も喜ばせるのが好きな感じです。,2,6,私もぜひ紹介して欲しいです。,2,0,私にも任せて欲しいです。,2,0,もっと色々聞いてみたいです。,2,1,
9/4/2023 22:03:03,28,女,熱中できるものを共有できるって素敵ですね。,1,0,生活の多様性っていいですよね。,1,1,祝日生まれはお祝いと一緒にされて私は損した気になりますね。,2,4,美容室が近いって本当に奇遇ですね。,0,0,私も一緒できたら嬉しいです。,3,0,お姉系な感じかな。,3,1,なかなかいい関係になりそうだね！,1,1,私も行っていいですか？,1,3,不動産は信頼できる人を見つけて買うのが重要ですね！,0,0,セラピストは人のことを分析して理解するのが大切ですよね。,1,0,まったく会話の内容が推測できないレベルの難易度なんですけど、これでいいんでしょうか。
9/4/2023 22:07:15,42,女,私もそう思います！,1,0,私は子供がいた方が楽しいと思います,2,5,最近仕事でこんなことがありまして,2,6,私もそうだったら良かった,1,0,私も一緒したい,3,2,私も選んで,5,8,私にも何が出来ることあるかな,6,1,私も伺ってみたいです,5,8,私も必要な時はお願いしたいです,6,6,セラピストをされているんですね,8,9,文章が読みづらかったです
9/4/2023 22:15:56,39,男,私もAさんと同じように感じます。,0,0,いろんな価値観が認められる社会ですから本人が生き生きとしていられればそれで良いと思います。,8,8,みんな人それぞれですね,0,0,歯も髪も一生物なので大事にしたいですね,0,0,たまにはアクティブなことをするのもいいよね,0,0,自分に似合うファッションを探すのって難しいね,0,0,トレンドを逃さないようにするためにも自分たちも遊ばないとね,0,0,私もハヤシライス好きです。,0,1,やりがいのありそうな仕事ですね,0,0,運動するのが一番だと思います。,0,0,
9/4/2023 22:17:24,25,女,熱中出来る事があって羨ましいです,6,2,子供を持たない選択もありだと思いますよ,0,0,本人が満足しているならそれでいいじゃないですか？,0,0,私も近いんですよ,0,0,私もそれでいいと思うよ,4,4,ゴスロリ系いいじゃない,3,2,二人とも人を喜ばせる仕事をしていていいね,4,8,私もハヤシライス食べてみたいです,9,9,頑張って働いていて偉いですね,4,5,私も太らない方法を教えてほしいです,4,2,
9/4/2023 22:39:15,36,男,自分の好きなことだと熱中してしまうの、分かります。私もそうです。,7,2,結婚したからって必ずしも子どもがいなければならないとは限らないですよね。,1,8,私ならやっぱり自分のために祝ってほしいですね。,2,9,二人とも住んでいる場所が近いから、一緒に遊べそうですね。羨ましいです。,5,8,私もインドア派ですが実はアウトドアに興味あります。私もキャンプ行ってみたいです。,5,0,Aさんはキチンとしてそうなので、スーツなんかが似合うと思います。,5,6,二人の仕事は近くて相性良さそう。実際に会ってもきっと盛り上がると思います。,6,4,私もハヤシライス大好きだから食べに行きたいです。,7,7,Bさんの会社は凄く便利なサービスをやっていそうで、私も利用したいです。,5,7,Bさんが体形をキープ出来ているのは凄くマメな性格だからではないでしょうか。,3,0,
9/4/2023 22:56:28,27,女,私はW杯に熱中しています。,0,0,私も子供は欲しくないなあ。,6,6,私は事務の仕事をしていますよ。,8,9,私も近いですよ。,4,2,私も一緒に行きたいです。,2,0,私はカジュアルな服が好きです。,9,10,私も仲間に加えてください。,3,4,私も楽しみにしています。,6,1,私も頼みたいです。,6,8,セラピストのお仕事をされているんですね。,10,2,
9/4/2023 23:11:28,47,男,私もそう思います。,0,0,夫婦だからといって子どもを必ずしも持たなければいけないわけではないのでいい考えだと思います。,2,3,正月と誕生日一緒に迎えるんですね。,1,1,Aさんのお嬢さんはBさんと同年代なんですね。,2,0,私も今度一緒に誘ってほしいな。,2,0,私はシンプルなものが好きです。,1,0,私も人を喜ばせることできればいいな。,2,0,私も今度ハヤシライス食べにお店に行きますね。,3,0,ぜひ私もお願いしたいです。,0,1,私も猫舌なので参考になりました。ありがとうございます。,0,0,私にとっては非常に難しく、想像力がかなり必要とされる実験だと思いました。ありがとうございました。
9/4/2023 23:17:27,44,男,熱中できる趣味があるのは良いことですよね。,3,1,最近はそういった考えの人も増えてきているみたいですね。,5,7,占いはお仕事にも役立っているのでしょうか？,1,0,私も割と近いところに住んでいます。,2,3,私も海外に行ってみたいです。,3,0,ゴスロリ系はよくわからないな。,1,1,確かに2人が組めばお客さんは喜ぶでしょうね。,4,6,食べに行くのが楽しみですね。,5,8,私もBさんの会社にその内お願いするかもしれません。,4,6,確かにそれは職業病かもしれませんね。,3,0,聞き逃し部分が話の全部分とあまり関係ないものが多い気がしたので予想するのがかなり難しかったです。
